active,agency_name,department_name,extraction_date,first_notice_date,is_it_services,naics_code,notice_code,notice_type,office_name,opportunity_id,pop_city,pop_state,psc_code,response_deadline,sam_url,set_aside,solicitation_number,title
True,Department of the Navy,Department of Defense,2026-01-21,2025-03-04T09:55:05+00:00,False,334515,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,83d93e4f-10c1-4d7f-9ac4-7fe3f1da6cf7,,,7E20,2025-05-15T20:30:00+00:00,https://sam.gov/opp/60230ad5ea09445195c75e8d0e8a2fad/view,,N0010425QNA69,"70--SERVER,AUTOMATIC DA- AND SIMILAR REPLACEMENT PARTS, IN REPAIR/MODIFICATION OF"
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-17T09:44:05+00:00,False,334514,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,bb492d01-b7e3-4d93-bf4c-090ff517a28d,,,6680,2025-05-07T20:30:00+00:00,https://sam.gov/opp/bb492d01b7e34d93bf4c090ff517a28d/view,,N0010425QSB47,COMM CLEANING KIT
True,Department of the Navy,Department of Defense,2026-01-21,2025-02-14T14:32:47+00:00,False,333998,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,8db7a706-2e9d-4160-941b-282ccda7d228,,,3408,2025-04-10T20:30:00+00:00,https://sam.gov/opp/2bacef6c43b04679b94fd2d0d00949f4/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",N0010425QAB71,BUMPER PAD
True,Defense Logistics Agency,Department of Defense,2026-01-21,2025-04-09T08:39:19+00:00,False,333914,o,Solicitation,SPRMM1 DLA MECHANICSBURG,85c16a89-656f-42c5-8967-8027f6c5222a,,,4320,2025-05-09T20:30:00+00:00,https://sam.gov/opp/85c16a89656f42c589678027f6c5222a/view,,SPRMM125QHF73,"PUMP ASSY,CENTRFUGL"
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-08T07:23:20+00:00,False,333618,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,7de3ece2-f9e7-4d8b-b3dc-1716584216fb,,,2990,2025-04-28T20:30:00+00:00,https://sam.gov/opp/df2d77c58a8a4198995c0e2f723ced6b/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",N0010425QAD14,SEAL KIT
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-08T08:44:19+00:00,False,334513,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,f0e19b51-5ec7-4d13-aa63-b4da02fe6b0b,,,6685,2025-04-23T20:30:00+00:00,https://sam.gov/opp/f0e19b515ec74d13aa63b4da02fe6b0b/view,,N0010425QYG27,"TRANSMITTER,PRESSUR"
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-17T09:56:29+00:00,False,334412,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,16d40762-3cc7-4b5e-aab0-0e5e7814d316,,,5998,2025-05-02T20:30:00+00:00,https://sam.gov/opp/16d407623cc74b5eaab00e5e7814d316/view,,N0010425QNC59,ELECTRONIC COMPONEN
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-15T22:45:48+00:00,False,334210,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,c0373950-f005-4f15-a954-2cc99ac6f1ba,,,7G20,2025-04-28T20:30:00+00:00,https://sam.gov/opp/d446ebb5f279442386c3c738c5224d88/view,,N0010425QQC26,CIRCUIT CARD ASSEMB
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-08T08:56:01+00:00,False,334515,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,cf895af5-e327-48cb-af00-a266e0d750bc,,,6695,2025-05-13T20:30:00+00:00,https://sam.gov/opp/8d6e784236cf49b9983e8944679ddeb1/view,,N0010425QDB86,"66--TRANSDUCER,MOTIONAL"
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-08T07:32:56+00:00,False,335931,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,e370bd4e-05bc-48cb-a061-f01824bcefb3,,,5935,2025-05-08T20:30:00+00:00,https://sam.gov/opp/94f07c263cf84b9f9920262e8c6b887b/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",N0010425QAD11,"CONNECTOR,FL"
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-17T09:59:29+00:00,False,332722,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,098ba1ec-a2f8-4697-ae0a-9945a886295f,,,5305,2025-05-19T20:30:00+00:00,https://sam.gov/opp/ca5d0cef2f8640e184e3fbc6b8e9f401/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",N0010425QAD35,"SCREW,CAP,SOCKET,HE"
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-17T11:40:18+00:00,False,333613,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,e87f96fb-b90f-4209-a650-271963898de7,,,2520,2025-05-19T20:30:00+00:00,https://sam.gov/opp/64a0fcdba6c84d64bbb87df70bc5d467/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",N0010425QAD32,"BREATHER,CRANK CASE"
True,Department of the Navy,Department of Defense,2026-01-21,2025-02-12T08:30:44+00:00,False,331221,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,8407c9e5-cf47-4a0f-855d-4fc3154f8055,,,9515,2025-04-03T20:30:00+00:00,https://sam.gov/opp/76274fe1391e43cab531d02fda06f553/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",N0010425QAB95,SHIM
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-09T09:36:18+00:00,False,332919,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,fbc417fc-eeeb-489a-b47d-1f9fa522e959,,,4810,2025-05-09T20:30:00+00:00,https://sam.gov/opp/fbc417fceeeb489ab47d1f9fa522e959/view,,N0010425QYG42,"SERVOVALVE,HYDRAULI"
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-09T08:59:23+00:00,False,332919,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,b5ce4ea9-fe63-46ed-9187-df661a37df27,,,4820,2025-05-09T20:30:00+00:00,https://sam.gov/opp/b5ce4ea9fe6346ed9187df661a37df27/view,,N0010425QYG44,"VALVE,LINEAR,DIRECT"
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-09T08:55:08+00:00,False,335931,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,c68c7c21-26dc-4819-8e65-f98982a528b5,,,6130,2025-04-24T20:30:00+00:00,https://sam.gov/opp/c68c7c2126dc48198e65f98982a528b5/view,,N0010425QXC26,PRIMARY POWER MODUL
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-09T08:00:58+00:00,False,334412,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,bf0b82c9-6c81-4956-80a5-bb9095cd5258,,,6625,2025-04-28T18:00:00+00:00,https://sam.gov/opp/9f0fcd9847b040e0b19907392be919ea/view,,N0010425RNB72,66--FIELD FOX 50GHZ
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-08T08:26:04+00:00,False,333414,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,1d79f11b-ab3a-453e-a8d6-84a558582ea1,,,4520,2025-04-23T20:30:00+00:00,https://sam.gov/opp/1d79f11bab3a453ea8d684a558582ea1/view,,N0010425QCB14,"HEATER,WATER,ELECTR"
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-08T08:16:42+00:00,False,333998,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,96fb35ab-5866-4d8a-9ec4-9e1adb02ce5a,,,99,2025-04-15T20:30:00+00:00,https://sam.gov/opp/96fb35ab58664d8a9ec49e1adb02ce5a/view,,N0010425QJB41,PUMP-CTFGL
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-08T08:11:58+00:00,False,334511,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,ff93d4c6-e189-4307-a647-60bcac3d34d6,,,5840,2025-04-15T20:30:00+00:00,https://sam.gov/opp/ff93d4c6e1894307a64760bcac3d34d6/view,,N0010425QJB03,BRAKE ASSEMBLY
True,Department of the Navy,Department of Defense,2026-01-21,2025-02-10T08:44:05+00:00,False,334412,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,c3a2f59d-26fc-4db3-b445-f60e4dc8a003,,,5998,2025-03-21T20:30:00+00:00,https://sam.gov/opp/a8570fa7e9184ef69533d81e2a8d382d/view,,N0010425QNB75,CIRCUIT CARD ASSEMB
True,Department of the Navy,Department of Defense,2026-01-21,2024-09-16T07:51:29+00:00,False,334515,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,c0f6cb86-7b72-42f2-bfaa-fbe033e435f6,,,7E20,2024-10-24T20:30:00+00:00,https://sam.gov/opp/a2633ec4a898433786b4910d844dbf48/view,,N0010424QNF01,ELECTRONIC COMPONEN
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-03T08:19:58+00:00,False,335312,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,f19f5f9b-c3cc-4bbe-bc38-6250e0dd8adb,,,6105,2025-04-10T20:30:00+00:00,https://sam.gov/opp/ffdc25c1acc14223bbad42f2c03436c5/view,,N0010425QLB99,"MOTOR,A.C."
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-09T09:41:00+00:00,False,335313,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,5de3941f-17de-43a1-bcfd-568a69b1f69c,,,5925,2025-04-14T20:30:00+00:00,https://sam.gov/opp/5de3941f17de43a1bcfd568a69b1f69c/view,,N0010425QLC01,"CIRCUIT BRKR,2000AF"
True,Department of the Air Force,Department of Defense,2026-01-21,2025-04-01T14:44:57+00:00,False,561790,o,Solicitation,FA8601  AFLCMC PZIO,baf6f42f-f6ef-406d-8c5b-4e9527300f70,Wright Patterson AFB,OH,J041,2025-04-17T17:00:00+00:00,https://sam.gov/opp/8a0ec2878ece45f3a02e8910a5b96304/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",FA860125Q0057,HVAC Duct Cleaning - Building 11A - Wright Patterson AFB
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-09T09:21:13+00:00,False,334511,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,13570fe5-149d-4cb9-9a17-095e25ddf12e,,,6665,2025-04-30T20:30:00+00:00,https://sam.gov/opp/b96fd3d5111f4a6ca12d1c7ec0f030e8/view,,N0010425QJB46,"REAGENT SET,WATER T"
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-01T10:31:15+00:00,False,334511,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,265d1b87-5cc6-4e2e-938b-edf587ae53af,,,5865,2025-05-09T20:30:00+00:00,https://sam.gov/opp/4d33b59cc4554e2a818b1ae1fd5d0ad6/view,,N0010425RSB01,"58--MODULE,HPOI DWN"
True,Department of the Navy,Department of Defense,2026-01-21,2025-03-04T10:08:52+00:00,False,335931,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,d3605363-1fb5-44bc-97d2-280929452f09,,,6130,2025-04-25T20:30:00+00:00,https://sam.gov/opp/02c0fac6096f4c59803eb837046f305e/view,,N0010425QQB79,POWER SUPPLY
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-17T09:25:15+00:00,False,336310,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,87e87c69-62b3-4e00-b3be-9df6d320a50d,,,5331,2025-05-19T20:30:00+00:00,https://sam.gov/opp/a7ce9bcf6e084c828241f8ed1fcc3e65/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",N0010425QAD34,O-RING
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-16T09:27:29+00:00,False,332919,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,57397a77-3d9e-4429-b2d9-3380e702894e,,,4730,2025-05-06T20:30:00+00:00,https://sam.gov/opp/b8f12742812c4a0cb1002f40236e0359/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",N0010425QAD31,"HOSE,DRIVE PUMP"
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-10T09:34:10+00:00,False,334111,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,a0d7dc9a-350a-4708-b3d6-1c81652ab9c7,,,7B22,2025-04-15T20:30:00+00:00,https://sam.gov/opp/e1a85684b33e48fdada9842dc46818ff/view,,N0010425QQC16,"COMPUTER,DIGITAL"
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-04T07:27:54+00:00,False,332216,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,5bcfe30f-1857-4606-876f-6c5e7c1f3b6c,,,5120,2025-05-05T20:30:00+00:00,https://sam.gov/opp/44d347c923ba46c1a2e91b8ca70cd6a2/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",N0010425QAC65,"TOOL,INSERT/REMOVAL"
True,Department of the Navy,Department of Defense,2026-01-21,2024-12-23T08:22:07+00:00,False,334220,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,724f0b84-b1b6-40a8-8d82-6b998f8e0244,,,5985,2025-04-11T20:30:00+00:00,https://sam.gov/opp/59a619d4d417466fa5e90e31987ab989/view,,N0010425QQB30,ACU UNIT
True,Department of the Navy,Department of Defense,2026-01-21,2025-02-14T08:47:42+00:00,False,335313,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,35b8e049-b887-462d-bd66-a8b58af30d1f,,,5925,2025-04-21T20:30:00+00:00,https://sam.gov/opp/87554c1ac3ac413c976bf172537e2273/view,,N0010425QLB64,CIRCUIT BREAKER
True,Defense Logistics Agency,Department of Defense,2026-01-21,2025-04-10T18:46:41+00:00,False,333998,o,Solicitation,SPRMM1 DLA MECHANICSBURG,90ff4ad1-5883-4643-a09d-8a2188f30883,,,99,2025-05-09T20:30:00+00:00,https://sam.gov/opp/c234b60eabe74bcb89b7f369dd7c86a6/view,,SPRMM125QHF62,CABLE ADAPTER J2302
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-10T07:26:18+00:00,False,335312,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,cd70b96c-d577-4e0c-860a-0a74d815faa3,,,6105,2025-04-21T20:30:00+00:00,https://sam.gov/opp/08b454ea8ac1431a8254515c4fcf2f12/view,,N0010423QLE44,"MOTOR,ALTERNATING C"
True,Department of the Navy,Department of Defense,2026-01-21,2025-03-21T09:22:45+00:00,False,333998,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,34b5b09e-aa85-48f2-89d7-b59f4a693d39,,,9999,2025-04-21T20:30:00+00:00,https://sam.gov/opp/e51df97ce3df450192b7d3d8fc394b9d/view,,N0010425QSA16,99--LADDER-SIDE VERTICA
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-09T09:04:00+00:00,False,333413,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,4a7b2d5c-d0bc-45f6-9780-8fa81e73ab1e,,,4140,2025-04-21T20:30:00+00:00,https://sam.gov/opp/4a7b2d5cd0bc45f697808fa81e73ab1e/view,,N0010425QQB74,BLOWER CAGE ASSY
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-09T07:58:35+00:00,False,332919,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,f9f71cb7-269d-46b9-a0bd-8fa865edbb71,,,4820,2025-04-30T20:30:00+00:00,https://sam.gov/opp/adee38b38c984f138aaa06408c1ea029/view,,N0010425QZA65,"48--VALVE,BALL"
True,Department of the Navy,Department of Defense,2026-01-21,2025-02-14T09:20:33+00:00,False,333998,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,b9a8c5a3-cbcd-4d66-9511-679e7ea4bbce,,,9999,2025-04-28T20:30:00+00:00,https://sam.gov/opp/ae99caa1da974c269f3064dae4635fd4/view,,N0010425QDA96,99--DOOR WT IND 24X30
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-08T08:58:21+00:00,False,332919,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,d62ea1ab-8859-4112-9f37-ee81c8efb1d0,,,4810,2025-04-23T20:30:00+00:00,https://sam.gov/opp/d62ea1ab885941129f37ee81c8efb1d0/view,,N0010425QDB87,"48--VALVE,SOLENOID, IN REPAIR/MODIFICATION OF"
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-08T08:46:43+00:00,False,334519,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,981c33e8-f031-4542-a4a8-09cd557e969f,,,6645,2025-04-15T20:30:00+00:00,https://sam.gov/opp/981c33e8f0314542a4a809cd557e969f/view,,N0010425QCB15,"MASTER CLOCK,MODULA"
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-08T08:37:32+00:00,False,334412,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,843261cd-6a2c-4c3f-8133-9b4661df7cef,,,5998,2025-04-18T20:30:00+00:00,https://sam.gov/opp/843261cd6a2c4c3f81339b4661df7cef/view,,N0010425QJB43,CIRCUIT CARD ASSEMB
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-08T08:00:23+00:00,False,333618,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,6bca7596-14ad-41a7-b08a-ff1853b390ec,,,2815,2025-04-11T20:30:00+00:00,https://sam.gov/opp/60d4535bc074472da61fb5267fee62dd/view,,N0010425QXB67,"TURBOCHARGER,EXHAUS"
True,Department of the Navy,Department of Defense,2026-01-21,2023-08-04T08:05:08+00:00,False,333998,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,2a9bca2b-dcc3-4991-814a-7d4153c3d87f,,,1075,2024-11-13T20:30:00+00:00,https://sam.gov/opp/631059d0526547549ecee124041211df/view,,N0010423QXD79,PROJECTOR ASSEMBLY
True,Department of the Air Force,Department of Defense,2026-01-21,2025-04-02T17:42:43+00:00,False,337127,o,Solicitation,FA8601  AFLCMC PZIO,9d062685-4272-4a7f-b191-a5c555d8f54a,Wright Patterson AFB,OH,7195,2025-04-23T16:00:00+00:00,https://sam.gov/opp/355f5e7a8fdd49229bd136bd34c43401/view,,FA860125Q0051,National Museum of the United States Air Force Event Stage
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-04T08:40:08+00:00,False,334290,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,3369dfe1-62f7-4c5b-88de-c9ee759997ab,,,7G20,2026-02-27T20:30:00+00:00,https://sam.gov/opp/438eed2ed2b741ca8b01963262ffc676/view,,N0010425RSA67,"59--ELECTRONIC COMPONEN - AND OTHER REPLACEMENT PARTS, IN REPAIR/MODIFICATION OF"
True,Department of the Navy,Department of Defense,2026-01-21,2024-12-06T09:31:15+00:00,False,334412,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,729de4e3-5007-47bb-b421-1f2c019323c0,,,5998,2025-11-28T21:00:00+00:00,https://sam.gov/opp/d3a29d94956a490c9c4c7747a2177828/view,,N0010425RQA43,"59--AMPLIFIER,AUDIO FRE - AND OTHER REPLACEMENT PARTS, IN REPAIR/MODIFICATION OF"
True,Department of the Navy,Department of Defense,2026-01-21,2024-12-06T09:22:59+00:00,False,334419,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,cac0f206-c2a6-4d80-a518-38638dc3c46f,,,1285,2025-11-28T21:00:00+00:00,https://sam.gov/opp/434fcf5ffc5847cfb586ef4bf6e07c1a/view,,N0010425RQA42,"59--AMPLIFIER,AUDIO FRE - AND OTHER REPLACEMENT PARTS"
True,Department of the Navy,Department of Defense,2026-01-21,2025-08-08T08:58:24+00:00,False,332722,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,888ce95e-1992-493d-9f1c-1c206e1620bc,,,5305,2025-08-18T20:30:00+00:00,https://sam.gov/opp/888ce95e1992493d9f1c1c206e1620bc/view,,N0010425QXE53,"BODY,VALVE,BREATHIN"
True,Department of the Navy,Department of Defense,2026-01-21,2025-02-04T09:10:58+00:00,False,332911,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,77fb54fd-d209-4a63-80d9-c62c9e4167f0,,,4820,2025-05-07T20:30:00+00:00,https://sam.gov/opp/4bb752a3f3354fffb7ecf7b5ba245462/view,,N0010425QZB08,"48--VALVE,LINEAR,DIRECT"
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-09T08:30:01+00:00,False,332919,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,dfe271bb-84c6-4c1a-a9d3-7e750114b9fa,,,4810,2025-05-09T20:30:00+00:00,https://sam.gov/opp/7c1d665f73044a4196d65b55d2b20a4a/view,,N0010425QZB61,"48--VALVE,BALL, IN REPAIR/MODIFICATION OF"
True,Department of the Navy,Department of Defense,2026-01-21,2025-03-21T09:14:06+00:00,False,332911,o,Solicitation,NAVSUP WEAPON SYSTEMS SUPPORT MECH,582bc938-e981-463f-9fbb-2b547992afdb,,,4820,2025-05-05T20:30:00+00:00,https://sam.gov/opp/95e9fc1c1c2148328dc3978269505d64/view,,N0010425QZB05,"48--VALVE,LINEAR,DIRECT"
