award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,contract_id,description,end_date,extraction_date,is_it_services,naics_code,pop_city,pop_state,priority_tier,psc_code,recipient_name,recipient_uei,size_tier,start_date,sub_recipient_count,subaward_count,subaward_total_value,vendor_prime_count
975510053.92,CONT_AWD_N0001907C0055_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 57 subs; Very active prime,90,N0001907C0055,UNMANNED COMBAT AIR SYSTEM,2017-01-31,2026-01-21,False,,,,HIGH,,NORTHROP GRUMMAN SYSTEMS CORPORATION,LALWKM623MU7,LARGE ($500M-1B),2007-08-01,1,57,0.0,17
972439591.07,CONT_AWD_N0002403C5115_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,N0002403C5115,200304!030707!1700!BZ005 !NAVAL SEA SYSTEMS COMMAND       !N0002403C5115  !A!N! !N!                   !20021201!20120930!848028494!834951691!834951691!N!LOCKHEED MARTIN CORPORATION   !199 BORTON LANDING ROAD   !MOORESTOWN          !NJ!08057!47850!005!34!MOORESTOWN          !BURLINGTON            !NE,2019-05-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,CWM4UN76ZQW8,LARGE ($500M-1B),2002-12-01,1,100,0.0,32
968957651.8,CONT_AWD_0001_9700_W56HZV05G0005_9700,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,0001,"200507!004900!2100!W56HZV!TACOM - WARREN !W56HZV05G0005 !A!Y!C!N!0001 ! !20050331!20070131!834476079!824825459!217304393!N!B A E SYSTEMS LAND&ARMAMENTS!1100 BAIRS RD !YORK !PA!17404!87048!133!42!YORK !YORK !PENN !+000071500000!N!N!000000000000!2350!COMBAT ASSAULT&TACTICAL VEH, TRACKED !A4A!COMBAT VE",2008-12-31,2026-01-21,False,,,,HIGH,,BAE SYSTEMS LAND & ARMAMENTS L.P.,DMHSJF9K3XP9,LARGE ($500M-1B),2005-03-31,1,100,0.0,22
962251044.36,CONT_AWD_W58RGZ17C0011_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,W58RGZ17C0011,"IGF::CT::IGF CONTRACT AWARD FOR CONTRACTOR LOGISTICS SUPPORT (CLS), ALSO REFERRED TO AS LIFE CYCLE SERVICES, FOR THE GOVERNMENT-OWNED FIXED WING FLEETS PERFORMING TRANSPORT AIRCRAFT (TA) MISSIONS, CURRENTLY COMPROMISED OF SMALL WEIGHT CLASS AIRCRAFT MODELS, USING FULL AND OPEN COMPETITIVE, BEST VALU",2025-10-31,2026-01-21,False,,,,HIGH,,"AMENTUM SERVICES, INC.",QEMLRQA7PLG4,LARGE ($500M-1B),2017-06-01,1,100,0.0,17
958825548.5,CONT_AWD_FA861519C6050_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA861519C6050,ACAT II GREECE F-16 UPGRADE PROGRAM,2027-12-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,LARGE ($500M-1B),2018-12-20,1,100,0.0,87
957760436.85,CONT_AWD_W58RGZ19C0025_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,W58RGZ19C0025,"US ARMY CONTRACTING COMMAND-REDSTONE (ACC-REDSTONE) IS AWARDING THIS CONTRACT W58RGZ-19-C-0025 (AFM II-EAST)FOR THE U.S. ARMY AVIATION AND MISSILE COMMAND (AMCOM) AMCOM LOGISTICS CENTER (ALC) AVIATION FIELD MAINTENANCE (AFM) REQUIREMENT FOR WORLDWIDE AVIATION MAINTENANCE. THIS REQUIREMENT INCLUDES, ",2025-11-30,2026-01-21,False,,,,HIGH,,"AMENTUM SERVICES, INC.",QEMLRQA7PLG4,LARGE ($500M-1B),2019-06-05,1,100,0.0,17
956764300.77,CONT_AWD_W58RGZ25F0182_9700_W58RGZ23D0011_9700,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,W58RGZ25F0182,"GEN III MODERNIZED TARGET ACQUISITION DESIGNATION SIGHT/PILOT NIGHT VISION SYSTEM (MTADS/PNVS), INDEFINITE DELIVERY INDEFINITE QUANTITY (IDIQ) 2",2031-07-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,H7PNSVNN5827,LARGE ($500M-1B),2025-06-06,1,100,0.0,23
954155583.05,CONT_AWD_N0002423C5123_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0002423C5123,AEGIS F&S CONTRACT AWARD,2029-12-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,CWM4UN76ZQW8,LARGE ($500M-1B),2023-01-01,1,100,0.0,32
953978873.45,CONT_AWD_FA861105C2851_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA861105C2851,,2013-03-31,2026-01-21,False,,,,HIGH,,RTX CORPORATION,QN1BCFY7JDJ5,LARGE ($500M-1B),2005-03-04,1,100,0.0,41
948194045.0,CONT_AWD_N0001999C1175_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0001999C1175,199910!1700!1047!AA427!NAVAL AIR SYSTEMS COMMAND       !N0001999C1175  !A!*!*                  !19990622!20000531!001408509!001367960!001367960!N!99207!GENERAL ELECTRIC COMPANY INC  !1000 WESTERN AVE          !LYNN                !MA!01910!37490!009!25!LYNN                !ESSEX                 !MAS,2011-08-01,2026-01-21,False,,,,HIGH,,GENERAL ELECTRIC COMPANY,E3HYKKLT5ZT1,LARGE ($500M-1B),1999-06-22,1,100,0.0,11
945341283.0,CONT_AWD_N0002413C2112_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 78 subs; Very active prime,90,N0002413C2112,USS ENTERPRISE (CVN 65) INACT ACCOMPLISH,2026-03-31,2026-01-21,False,,,,HIGH,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,LARGE ($500M-1B),2013-06-20,1,78,0.0,27
939926102.23,CONT_AWD_0016_9700_W56HZV05G0005_9700,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,0016,LONG LEAD ITEMS FOR BRADLEY RESET,2012-05-31,2026-01-21,False,,,,HIGH,,BAE SYSTEMS LAND & ARMAMENTS L.P.,DMHSJF9K3XP9,LARGE ($500M-1B),2007-01-19,1,100,0.0,22
936878896.99,CONT_AWD_W58RGZ17C0018_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,W58RGZ17C0018,IGF::CT::IGF FY17 GRAY EAGLE PERFORMANCE BASED LOGISTICS (PBL) EFFORT.,2022-09-30,2026-01-21,False,,,,HIGH,,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",ZH4NVFG3Z526,LARGE ($500M-1B),2016-10-24,1,100,0.0,15
936153936.86,CONT_AWD_FA867520C0033_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,FA867520C0033,ADVANCED MEDIUM RANGE AIR TO AIR MISSILE PRODUCTION LOT 33,2027-03-23,2026-01-21,False,,,,HIGH,,RAYTHEON COMPANY,VTEWM5QSE598,LARGE ($500M-1B),2019-12-27,1,100,0.0,86
932096462.16,CONT_AWD_W56HZV20F0329_9700_W56HZV20D0005_9700,Department of Defense,Department of the Army,DoD; $500M+; 60 subs; Very active prime,90,W56HZV20F0329,DELIVERY ORDER 0001 TO CALL-UP 143 DVH A1 ECP EXCHANGE VEHICLES.,2023-08-31,2026-01-21,False,,,,HIGH,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,LARGE ($500M-1B),2020-06-10,1,60,0.0,35
929677158.0,CONT_AWD_FA812423F0002_9700_FA812418D0001_9700,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA812423F0002,F117 ESS FY23 TASK ORDER,2023-09-30,2026-01-21,False,,,,HIGH,,RTX CORPORATION,QN1BCFY7JDJ5,LARGE ($500M-1B),2022-11-01,1,100,0.0,41
923388954.78,CONT_AWD_FA821317F1001_9700_FA821315D0002_9700,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,FA821317F1001,JOINT DIRECT ATTACK MUNITION (JDAM) GUIDANCE SETS 1325-01-642-8154 1325-01-642-8158 1325-01-642-8155 1325-01-642-8156 AWARD LOT 20 DELIVERY ORDER USAF AND USN REQUIREMENTS,2023-03-28,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,LARGE ($500M-1B),2017-02-28,1,100,0.0,45
922864971.23,CONT_AWD_0025_9700_W31P4Q05A0031_9700,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,0025,"SYSTEMS AND COMPUTER RESOURCES SUPPORT (SCRS) FOR THE SOFTWARE ENGINEERING DIRECTORATE (SED), U.S. ARMY RESEARCH, DEVELOPMENT AND ENGINEERING COMMAND (USA RDECOM)",2014-09-14,2026-01-21,False,,,,HIGH,,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MMLKPW9JLX64,LARGE ($500M-1B),2009-09-30,1,100,0.0,14
921664216.0,CONT_AWD_N0002414C2104_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0002414C2104,SUBMARINE PLANNING YARD,2023-06-30,2026-01-21,False,,,,HIGH,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,LARGE ($500M-1B),2014-09-11,1,100,0.0,28
920534131.95,CONT_AWD_W31P4Q23C0006_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,W31P4Q23C0006,FULL RATE PRODUCTION (FRP) 14A HIGH MOBILITY ARTILLERY ROCKET LAUNCHERS FOR THE UNITED STATES ARMY AND FOREIGN MILITARY SALES CUSTOMERS.,2027-06-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,LARGE ($500M-1B),2022-12-01,1,100,0.0,42
917557582.52,CONT_AWD_W56HZV23F0395_9700_W56HZV22D0083_9700,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,W56HZV23F0395,THE BRADLEY A4 FOLLOW-ON PRODUCTION EFFORT WILL DELIVER M2A4 AND M7A4 VEHICLES FROM VARIOUS INDUCTED LEGACY SOURCE VARIANTS BASED ON THE TDP DEVELOPED UNDER CONTRACT W56HZV-12-C-0358 BRADLEY A4 ECP AND THE TOP-LEVEL VEHICLE DRAWINGS.,2027-02-28,2026-01-21,False,,,,HIGH,,BAE SYSTEMS LAND & ARMAMENTS L.P.,DMHSJF9K3XP9,LARGE ($500M-1B),2023-08-31,1,100,0.0,22
913358953.0,CONT_AWD_N0002411C2111_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0002411C2111,FY11,2026-05-31,2026-01-21,False,,,,HIGH,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,LARGE ($500M-1B),2010-10-01,1,100,0.0,28
911290873.48,CONT_AWD_FA863421C2702_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA863421C2702,F-15 EAGLE PASSIVE/ACTIVE WARNING & SURVIVABILITY SYSTEM (EPAWSS) LOW RATE ININITIAL PRODUCTION (LRIP),2026-12-31,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,LARGE ($500M-1B),2020-12-16,1,100,0.0,45
908508399.94,CONT_AWD_0050_9700_F3365798D0019_9700,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,0050,CY12-17 RSAF ENGINES/EMSCS,2018-02-20,2026-01-21,False,,,,HIGH,,GENERAL ELECTRIC COMPANY,J1T1FEN3PWX6,LARGE ($500M-1B),2012-06-29,1,100,0.0,10
907819438.34,CONT_AWD_FA861506C6003_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA861506C6003,"PEACE XENIA IV (GREECE) F-16 C/D BLOCK 52M AIRCRAFT, FERRY PREPARATION, AND ALTERNATE MISSION EQUIPMENT",2016-01-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,LARGE ($500M-1B),2005-12-27,1,100,0.0,87
907396228.17,CONT_AWD_N6134020F0040_9700_N6134019D1006_9700,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N6134020F0040,T-6 AIRCRAFT MAINTENANCE,2026-03-31,2026-01-21,False,,,,HIGH,,"AMENTUM SERVICES, INC.",QEMLRQA7PLG4,LARGE ($500M-1B),2020-02-01,1,100,0.0,17
898495397.73,CONT_AWD_FA861508C6050_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA861508C6050,F-16 MOROCCO PRODUCTION PROGRAM,2020-04-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,LARGE ($500M-1B),2008-06-05,1,100,0.0,87
896584290.62,CONT_AWD_FA861718F8001_9700_FA861718D6219_9700,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA861718F8001,ADVANCED PILOT TRAINING,2026-07-30,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,LARGE ($500M-1B),2018-09-27,1,100,0.0,45
894388941.72,CONT_AWD_N0001918F0584_9700_N0001914G0020_9700,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0001918F0584,F-35 LIGHTNING II COMMON SPARES PARTS,2027-08-13,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,LARGE ($500M-1B),2018-03-08,1,100,0.0,87
892369912.71,CONT_AWD_N0002407C4013_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0002407C4013,F07 EXECUTION PLANNING FOR USS BOXER (LHD 4) FY 07 NON DRY-DOCKING CNO SCHEDULED AVAILABILITY.,2020-05-19,2026-01-21,False,,,,HIGH,,NATIONAL STEEL AND SHIPBUILDING COMPANY,Q85KVUK3JBF5,LARGE ($500M-1B),2007-01-29,1,100,0.0,12
892326074.5,CONT_AWD_0004_9700_W56HZV09D0111_9700,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,0004,"MRAP ALL-TERRAIN VEHICLES, D.O. 0004 ADDS 1,460 EACH M-ATVS AND BASIC ISSUE ITEMS TO THE CONTRACT",2012-10-10,2026-01-21,False,,,,HIGH,,OSHKOSH DEFENSE LLC,ZMXAHH8M8VL8,LARGE ($500M-1B),2010-02-22,1,100,0.0,20
890455993.33,CONT_AWD_W31P4Q12C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,W31P4Q12C0002,FY12 PAC-3 PRODUCTION CONTRACT,2017-05-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,LARGE ($500M-1B),2011-12-15,1,100,0.0,42
881904663.71,CONT_AWD_0002_9700_FA870215D0001_9700,Department of Defense,Department of the Air Force,DoD; $500M+; 69 subs; Very active prime,90,0002,IGF::OT::IGF TASK ORDER 0002,2029-07-31,2026-01-21,False,,,,HIGH,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,SN5KKUDR9LY8,LARGE ($500M-1B),2015-05-20,1,69,0.0,18
881657348.34,CONT_AWD_FA821319F1002_9700_FA821315D0002_9700,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA821319F1002,JOINT DIRECT ATTACK MUNITION (JDAM) TAIL KITS.,2024-04-30,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,LARGE ($500M-1B),2019-06-17,1,100,0.0,45
878984353.48,CONT_AWD_N0002497C5178_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,N0002497C5178,199710!1700!8976!BZ005!NAVAL SEA SYSTEMS COMMAND       !N0002497C5178  !A!*!*                  !19970711!20050201!834951691!834951691!834951691!N!02769!LOCKHEED MARTIN CORPORATION   !6801 ROCKLEDGE DR         !BETHESDA            !MD!20817!47850!005!34!MOORESTOWN          !BURLINGTON            !NEW,2009-06-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,CWM4UN76ZQW8,LARGE ($500M-1B),1997-07-11,1,100,0.0,32
869146265.41,CONT_AWD_N0001915C0092_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0001915C0092,AIM-9X-2 BLK II TACTICAL MISSILE PARTS,2026-03-02,2026-01-21,False,,,,HIGH,,RAYTHEON COMPANY,VTEWM5QSE598,LARGE ($500M-1B),2015-03-26,1,100,0.0,86
858117972.0,CONT_AWD_FA860922F0001_9700_FA860919D0007_9700,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA860922F0001,KC-46 FMS ISRAEL AIRCRAFT 1-4,2026-12-31,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,WZWRLY4G3PL8,LARGE ($500M-1B),2022-09-01,1,100,0.0,15
852399189.01,CONT_AWD_FA870217F0001_9700_FA870215D0001_9700,Department of Defense,Department of the Air Force,DoD; $500M+; 69 subs; Very active prime,90,FA870217F0001,IGF::OT::IGF MASSACHUSETTS INSTITUTE OF TECHNOLOGY LINCOLN LABORATORY RESEARCH AND DEVELOPMENT,2030-02-28,2026-01-21,False,,,,HIGH,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,SN5KKUDR9LY8,LARGE ($500M-1B),2016-10-18,1,69,0.0,18
852009180.2,CONT_AWD_N0002418C2106_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 78 subs; Very active prime,90,N0002418C2106,PLANNING YEAR 1 OF CVN 74 RCOH ADVANCE PLANNING AND CVN 74 RCOH MATERIAL,2025-12-31,2026-01-21,False,,,,HIGH,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,LARGE ($500M-1B),2018-07-16,1,78,0.0,27
849367985.03,CONT_AWD_N0001900C0183_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,N0001900C0183,200012!1700!001421!AC5J0 !NAVAL AIR SYSTEMS COMMAND       !N0001900C0183  !A!*!*                  !20000620!20031031!172316432!009256819!009256819!N!77272!THE BOEING COMPANY            !ROUTE 291 & STEWART AVE.  !RIDLEY PARK         !PA!19078!03000!375!48!AMARILLO            !POTTER                !,2010-01-05,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,E466BXU4KJH8,LARGE ($500M-1B),2000-06-20,1,100,0.0,14
837794459.52,CONT_AWD_FA881113C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 75 subs; Very active prime,90,FA881113C0001,EELV FY13 LAUNCH CABABILITY,2014-02-03,2026-01-21,False,,,,HIGH,,"UNITED LAUNCH SERVICES, LLC",XHAMULHCL9N3,LARGE ($500M-1B),2012-10-01,1,75,0.0,11
836004254.99,CONT_AWD_W58RGZ19C0003_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,W58RGZ19C0003,"REQUIREMENT IS TO DESIGN, DEVELOP, QUALIFY AND INTEGRATE AN IMPROVED TURBINE ENGINE (ITE) FOR THE EMD PHASE.",2029-12-31,2026-01-21,False,,,,HIGH,,GENERAL ELECTRIC COMPANY,E3HYKKLT5ZT1,LARGE ($500M-1B),2019-02-01,1,100,0.0,11
833800020.0,CONT_AWD_N0001918C1061_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,N0001918C1061,IGF:OT:IGF ADVANCE ACQUISITION CONTRACT- LONG LEAD MATERIAL FOR LOT 23 (FY2019) F414-GE-400 ENGINE,2024-12-16,2026-01-21,False,,,,HIGH,,GENERAL ELECTRIC COMPANY,E3HYKKLT5ZT1,LARGE ($500M-1B),2018-07-30,1,100,0.0,11
832002897.21,CONT_AWD_N0001924F0181_9700_N0001923D0010_9700,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0001924F0181,TRAINING PRODUCTION REQUIREMENTS FOR FY23 AND FY24 OPTIONS,2028-12-29,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,LARGE ($500M-1B),2023-12-29,1,100,0.0,87
830466076.58,CONT_AWD_FA870215C0007_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 69 subs; Very active prime,90,FA870215C0007,IGF::CT::IGF MIT-LL FY 15 CONTINUATION CONTRACT,2020-03-31,2026-01-21,False,,,,HIGH,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,SN5KKUDR9LY8,LARGE ($500M-1B),2014-10-16,1,69,0.0,18
824834514.52,CONT_AWD_W31P4Q19C0101_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,W31P4Q19C0101,"IGF: THIS ACQUISITION IS FOR THE FULL RATE PRODUCTION (FRP) 10, 11, AND 12 OF THE HIGH MOBILITY ARTILLERY ROCKET SYSTEM (HIMARS) FOR THE US ARMY, USMC, AND VARIOUS FMS CUSTOMERS",2026-05-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,LARGE ($500M-1B),2019-07-15,1,100,0.0,42
821041003.87,CONT_AWD_N0001996C0128_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,N0001996C0128,,2030-11-04,2026-01-21,False,,,,HIGH,,BELL TEXTRON INC,N5QUZAYGPKM3,LARGE ($500M-1B),1999-10-04,1,100,0.0,14
