award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,contract_id,description,end_date,extraction_date,is_it_services,naics_code,pop_city,pop_state,priority_tier,psc_code,recipient_name,recipient_uei,size_tier,start_date,sub_recipient_count,subaward_count,subaward_total_value,vendor_prime_count
2011989206.93,CONT_AWD_FA880812C0010_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; 13 subs; Very active prime,80,FA880812C0010,IGF::CT::IGF  AEHF SV5/6 PRODUCTION - UCA PARTS,2021-06-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,BILLION ($1B-5B),2012-05-15,1,13,0.0,30
1676646362.0,CONT_AWD_N0003012C0101_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 13 subs; Very active prime,80,N0003012C0101,FY13 LONG LEAD MATERIAL,2017-09-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,BILLION ($1B-5B),2012-07-06,1,13,0.0,30
1533695409.0,CONT_AWD_N0003015C0100_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 13 subs; Very active prime,80,N0003015C0100,LONG LEAD MATERIAL,2020-09-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,BILLION ($1B-5B),2015-07-07,1,13,0.0,30
1272446612.0,CONT_AWD_N0003007C0100_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $1B+; 13 subs; Very active prime,80,N0003007C0100,ENGINEERING SERVICES,2014-09-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,BILLION ($1B-5B),2007-05-31,1,13,0.0,30
1216428405.0,CONT_AWD_N0003017C0100_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 13 subs; Very active prime,80,N0003017C0100,FY18 LONG LEAD MATERIAL,2022-09-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,BILLION ($1B-5B),2017-08-03,1,13,0.0,30
1119221474.0,CONT_AWD_N0003012C0100_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 13 subs; Very active prime,80,N0003012C0100,FY12 LONG LEAD MATERIAL,2017-07-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,BILLION ($1B-5B),2011-10-01,1,13,0.0,30
1038049058.0,CONT_AWD_N0003011C0100_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $1B+; 13 subs; Very active prime,80,N0003011C0100,TRIDENT II FLEET TRAINING (U.K.),2015-09-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,BILLION ($1B-5B),2010-10-01,1,13,0.0,30
864767200.0,CONT_AWD_N0003006C0100_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 13 subs; Very active prime,75,N0003006C0100,,2011-12-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,LARGE ($500M-1B),2006-07-26,1,13,0.0,30
854971244.0,CONT_AWD_N0003010C0100_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 13 subs; Very active prime,75,N0003010C0100,UCA FOR FY10 PRODUCTION AND DEPLOYED SYSTEMS SUPPORT FOR TRIDENT II (D5) MISSILE SYSTEM,2015-04-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,LARGE ($500M-1B),2009-10-29,1,13,0.0,30
797961090.0,CONT_AWD_N0003014C0100_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 13 subs; Very active prime,75,N0003014C0100,FY15 LONG LEAD MATERIAL,2019-09-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,LARGE ($500M-1B),2014-07-07,1,13,0.0,30
774855052.35,CONT_AWD_N0003016C0100_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 13 subs; Very active prime,75,N0003016C0100,FY17 LONG LEAD MATERIAL,2024-05-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,LARGE ($500M-1B),2016-07-14,1,13,0.0,30
772861905.0,CONT_AWD_N0003018C0100_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 13 subs; Very active prime,75,N0003018C0100,FY19 TRIDENT PRODUCTION AND DEPLOYED SYSTEMS SUPPORT,2023-09-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,LARGE ($500M-1B),2018-08-08,1,13,0.0,30
766224527.35,CONT_AWD_FA882315C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 13 subs; Very active prime,75,FA882315C0001,IGF::OT::IGF COMBINED ORBITAL OPERATIONS LOGISTICS SUSTAINMENT BASIC AWARD,2019-11-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,LARGE ($500M-1B),2015-06-01,1,13,0.0,30
763491130.0,CONT_AWD_N0003013C0100_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 13 subs; Very active prime,75,N0003013C0100,FY14 TRIDENT PRODUCTION LONG LEAD MATERIAL,2018-11-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,LARGE ($500M-1B),2013-09-17,1,13,0.0,30
749632092.0,CONT_AWD_N0003008C0100_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 13 subs; Very active prime,75,N0003008C0100,TRIDENT,2014-09-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,LARGE ($500M-1B),2008-03-26,1,13,0.0,30
735300741.32,CONT_AWD_W56KGU23F0006_9700_W56KGU18D0004_9700,Department of Defense,Department of the Army,DoD; $500M+; 16 subs; Very active prime,75,W56KGU23F0006,FY24 TASK ORDER 6 - INITIAL FUNDING AND UPDATING PWS & DD254,2024-12-31,2026-01-21,False,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,LARGE ($500M-1B),2023-09-21,1,16,0.0,18
729016239.0,CONT_AWD_FA880804C0023_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 13 subs; Very active prime,75,FA880804C0023,,2011-09-01,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,LARGE ($500M-1B),2004-01-22,1,13,0.0,30
687695336.22,CONT_AWD_HQ014719C5001_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $500M+; 13 subs; Very active prime,75,HQ014719C5001,THE UNITED STATES GOVERNMENT'S (USG) TERMINAL HIGH ALTITUDE AREA DEFENSE (THAAD) PROJECT OFFICE HAS THE REQUIREMENT TO PROVIDE MAINTENANCE AND SUSTAINMENT FOR THE TWO THAAD BATTERIES WEAPON SYSTEMS IN SUPPORT OF A FOREIGN MILITARY SALES (FMS) CASE ESTABLISHED WITH THE GOVERNMENT OF THE UNITED ARAB E,2028-10-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,LARGE ($500M-1B),2018-10-31,1,13,0.0,30
687294528.14,CONT_AWD_W56KGU22F0017_9700_W56KGU18D0004_9700,Department of Defense,Department of the Army,DoD; $500M+; 16 subs; Very active prime,75,W56KGU22F0017,"INITIAL MODIFICATION ON TASK ORDER 5 NSEC, FFRDC TO INCREMENTALLY FUND, UPDATE PWS & DD254",2023-12-31,2026-01-21,False,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,LARGE ($500M-1B),2022-09-29,1,16,0.0,18
665513098.33,CONT_AWD_F0470102C0003_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 13 subs; Very active prime,75,F0470102C0003,200212!002036!5700!CZ09 !SMC/PKW LOS ANGELES AFB !F0470102C0003 !A!N! !N!P00001 !20020822!20081231!872978978!196596688!834951691!N!LOCKHEED MARTIN CORPORATION !1111 LOCKHEED MARTIN WAY !SUNNYVALE !CA!94089!77000!085!06!SUNNYVALE !SANTA CLARA !CALIFORNIA!+000004424964!N!N!000000000000!1810!SPACE VEHI,2027-03-01,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,LARGE ($500M-1B),2002-08-22,1,13,0.0,30
617946797.46,CONT_AWD_W56KGU21F0008_9700_W56KGU18D0004_9700,Department of Defense,Department of the Army,DoD; $500M+; 16 subs; Very active prime,75,W56KGU21F0008,"TASK ORDER 4 FOR NSEC FFRDC, INITIAL FUNDING.",2022-12-31,2026-01-21,False,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,LARGE ($500M-1B),2021-09-23,1,16,0.0,18
583464964.25,CONT_AWD_W56KGU20F0009_9700_W56KGU18D0004_9700,Department of Defense,Department of the Army,DoD; $500M+; 16 subs; Very active prime,75,W56KGU20F0009,"TASK ORDER 3 FOR NSEC FFRDC, INITIAL FUNDING AND PWS.",2021-12-31,2026-01-21,False,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,LARGE ($500M-1B),2020-09-25,1,16,0.0,18
572597272.49,CONT_AWD_W56KGU19F0004_9700_W56KGU18D0004_9700,Department of Defense,Department of the Army,DoD; $500M+; 16 subs; Very active prime,75,W56KGU19F0004,"AWARD TASK ORDER 2, INCREMENTALLY FUNDING AND UPDATING PWS.",2020-12-31,2026-01-21,False,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,LARGE ($500M-1B),2019-10-01,1,16,0.0,18
556508618.67,CONT_AWD_0045_9700_HQ014712D0001_9700,Department of Defense,Missile Defense Agency,DoD; $500M+; 13 subs; Very active prime,75,0045,SYSTEM DEVELOPMENT SUPPORT INTEGRATION IGF::CL::IGF,2024-01-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,LARGE ($500M-1B),2016-06-30,1,13,0.0,30
552072435.06,CONT_AWD_0001_9700_W56KGU18D0004_9700,Department of Defense,Department of the Army,DoD; $500M+; 16 subs; Very active prime,75,0001,AWARD OF TASK ORDER 0001,2019-12-31,2026-01-21,False,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,LARGE ($500M-1B),2018-10-01,1,16,0.0,18
507898625.29,CONT_AWD_W56KGU17C0010_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; 16 subs; Very active prime,75,W56KGU17C0010,"IGF::OT::IGF   EXERCISING OF OPTION FOUR AND ADDING CLINS IN THE AMOUNT OF $15,917,636 AND ADDED PWS AND DD 254 FOR SEVERAL PROJECTS",2018-12-31,2026-01-21,False,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,LARGE ($500M-1B),2017-10-01,1,16,0.0,18
2395436919.18,CONT_AWD_HQ085621C0003_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $1B+; 16 subs,65,HQ085621C0003,"DESIGN, DEVELOPMENT, AND DEVELOPMENTAL TESTING OF THE NEXT GENERATION INTERCEPTOR (NGI) ALL-UP-ROUND (AUR)",2028-12-31,2026-01-21,False,,,,MEDIUM,,NORTHROP GRUMMAN SYSTEMS CORPORATION,F9PAEKAAXGB6,BILLION ($1B-5B),2021-03-25,1,16,0.0,3
1494749765.07,CONT_AWD_HQ014711C0006_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $1B+; 16 subs,65,HQ014711C0006,IRBM TARGETS,2026-09-30,2026-01-21,False,,,,MEDIUM,,NORTHROP GRUMMAN SYSTEMS CORPORATION,F9PAEKAAXGB6,BILLION ($1B-5B),2011-03-07,1,16,0.0,3
492850226.17,CONT_AWD_FA880810C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; 13 subs; Very active prime,65,FA880810C0002,MULTI-CAR,2016-09-30,2026-01-21,False,,,,MEDIUM,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,MEDIUM ($100M-500M),2009-12-01,1,13,0.0,30
475022261.07,CONT_AWD_W56KGU16C0010_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; 16 subs; Very active prime,65,W56KGU16C0010,"IGF::OT::IGF THE PURPOSE OF THIS CONTRACT IS TO REFLECT THE FOLLOWING: 1. IN ACCORDANCE WITH DFARS 704.7001(C)(1), ADMINISTRATIVE CONTRACT NUMBER W56KGU-15-C-0010 HAS BEEN CREATED AND IS ASSOCIATED WITH BASE YEAR CONTRACT W15P7T-13-C-A802 FOR THE SOLE PURPOSE OF COLLECTING AND TRACKING FY 16 PROJECT",2018-09-30,2026-01-21,False,,,,MEDIUM,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),2016-10-01,1,16,0.0,18
471786933.66,CONT_AWD_W56KGU15C0010_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; 16 subs; Very active prime,65,W56KGU15C0010,"IGF::OT::IGF THE PURPOSE OF THIS CONTRACT IS TO REFLECT THE FOLLOWING: 1. IN ACCORDANCE WITH DFARS 704.7001(C)(1), ADMINISTRATIVE CONTRACT NUMBER W56KGU-15-C-0010 HAS BEEN CREATED AND IS ASSOCIATED WITH BASE YEAR CONTRACT W15P7T-13-C-A802 FOR THE SOLE PURPOSE OF COLLECTING AND TRACKING FY 16 PROJECT",2017-09-30,2026-01-21,False,,,,MEDIUM,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),2015-10-01,1,16,0.0,18
465160841.0,CONT_AWD_W15P7T12CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; 16 subs; Very active prime,65,W15P7T12CF600,FUNDING AND ADMINISTRATIVE MOD,2014-04-04,2026-01-21,False,,,,MEDIUM,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),2011-10-03,1,16,0.0,18
460574418.7,CONT_AWD_W15P7T09CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; 16 subs; Very active prime,65,W15P7T09CF600,INCREMENTALLY FUND ENGINEERING SERVICES FOR MITRE WHICH IS A FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER,2010-09-24,2026-01-21,False,,,,MEDIUM,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),2008-10-01,1,16,0.0,18
450408372.81,CONT_AWD_W15P7T13CA802_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; 16 subs; Very active prime,65,W15P7T13CA802,IGF::OT::IGF  NATIONAL SECURITY ENGINEERING CENTER (NSEC) FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER (FFRDC) OPERATED BY THE MITRE CORPORATION.  AWARD OF NEW CONTRACT.,2015-01-31,2026-01-21,False,,,,MEDIUM,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),2013-10-01,1,16,0.0,18
442451199.57,CONT_AWD_0001_9700_HQ014712G9000_9700,Department of Defense,Missile Defense Agency,DoD; $100M+; 13 subs; Very active prime,65,0001,THE UNITED STATES GOVERNMENT S (USG) TERMINAL HIGH ALTITUDE AREA DEFENSE (THAAD) PROJECT OFFICE HAS THE REQUIREMENT TO PROCURE TWO THAAD BATTERIES WEAPON SYSTEMS IN SUPPORT OF A FOREIGN MILITARY SALES (FMS) CASE ESTABLISHED WITH THE GOVERNMENT OF THE UNITED ARAB EMIRATES (UAE).,2021-05-31,2026-01-21,False,,,,MEDIUM,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,MEDIUM ($100M-500M),2011-12-30,1,13,0.0,30
436539035.83,CONT_AWD_W15P7T13CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; 16 subs; Very active prime,65,W15P7T13CF600,"MITRE FFRDC CONTRACT- ADMINISTRATIVE CONTRACT NUMBER FOR YEAR FIVE OF THE FIVE YEAR OPTION.  INCREMENTAL FUNDING IN THE AMOUNT OF $2,958,376.00, DD 254 AND PERFORMANCE WORK STATEMENT AMENDMENTS.",2014-03-31,2026-01-21,False,,,,MEDIUM,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),2012-10-01,1,16,0.0,18
432494259.37,CONT_AWD_W15P7T08CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+; 16 subs; Very active prime,65,W15P7T08CF600,MITRE SYSTEM ENGINEERING SERVICES,2009-09-30,2026-01-21,False,,,,MEDIUM,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),2007-10-18,1,16,0.0,18
429315620.22,CONT_AWD_HQ085321F0004_9700_HQ014712D0001_9700,Department of Defense,Missile Defense Agency,DoD; $100M+; 13 subs; Very active prime,65,HQ085321F0004,THIS IS THE PRE-OMNIBUS TASK ORDER.  IT IS TO BEGIN THE DEVELOPMENT OF THAAD SOFTWARE 4.1 AND 5.0.,2025-12-31,2026-01-21,False,,,,MEDIUM,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,MEDIUM ($100M-500M),2021-09-22,1,13,0.0,30
397295704.13,CONT_AWD_FA880804C0012_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+; 13 subs; Very active prime,65,FA880804C0012,,2014-11-30,2026-01-21,False,,,,MEDIUM,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,MEDIUM ($100M-500M),2003-11-26,1,13,0.0,30
455725854.4,CONT_AWD_HQ014719C0005_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $100M+; 16 subs,50,HQ014719C0005,TYPE 4 SUBSCALE TARGETS,2027-09-19,2026-01-21,False,,,,MEDIUM,,NORTHROP GRUMMAN SYSTEMS CORPORATION,F9PAEKAAXGB6,MEDIUM ($100M-500M),2019-09-20,1,16,0.0,3
