awarding_agency,competitor_match,extraction_date,fiscal_year,is_competitor,prime_award_id,prime_name,prime_uei,sub_recipient_name,sub_recipient_uei,subaward_amount,subaward_date,subaward_description,subaward_id
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2313349
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2330887
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2339698
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2548706
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2050212
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2244006
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2154433
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2100689
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2067518
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2219000
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2203604
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2092661
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2127815
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2196902
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2095626
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2152540
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2066837
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2084451
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2111474
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2252082
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2243968
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2145380
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2186365
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2202974
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2054571
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2251951
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2269721
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2169843
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2104622
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2277581
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1546152
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1637987
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1854507
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1810752
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2003313
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1576145
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1600981
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1907179
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1985974
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1791202
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1761639
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1781422
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1837641
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1894214
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1756931
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1700792
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1739541
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1948025
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1604341
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1908021
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1655529
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1530933
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1954023
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1847657
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1664024
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1738164
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2004886
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1877812
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1883757
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1670963
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1580161
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1989550
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1554908
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1917718
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1665328
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1955153
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1684164
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1721466
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1757877
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1775807
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,2024659
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1846626
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1772835
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1842974
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1896743
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1759084
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1663348
,,2026-01-21,,False,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,,0,,,1584504
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,11651
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,11749
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,12681
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,13313
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,14283
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,14328
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,14449
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,14658
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,14672
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,15003
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,15160
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,15275
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,15276
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,15401
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,15407
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,20309
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,21408
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,21634
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,22443
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,23669
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,23861
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,24243
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,24307
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,24837
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,29526
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,29983
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,31094
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,32141
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,32695
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,32857
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,33521
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,33622
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,34033
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,34322
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,34393
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,34420
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,34587
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,39522
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,41165
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,42406
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,43122
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,43177
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,43194
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,43219
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,43387
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,43701
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,43813
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,44118
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,44128
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,44160
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,44224
,,2026-01-21,,False,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,,,0,,,44323
