award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,contract_id,description,end_date,extraction_date,is_it_services,naics_code,pop_city,pop_state,priority_tier,psc_code,recipient_name,recipient_uei,size_tier,start_date,sub_recipient_count,subaward_count,subaward_total_value,vendor_prime_count
6466627868.26,CONT_AWD_HQ014712C0004_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; IT Services; $5B+; 100 subs; Staffing indicators,110,HQ014712C0004,"THE MISSILE DEFENSE AGENCY (MDA), GROUND-BASED MIDCOURSE DEFENSE (GMD) DEVELOPMENT AND SUSTAINMENT CONTRACT (DSC) THE GMD DSC WORK INCLUDES, BUT IS NOT LIMITED TO: 1) FUTURE DEVELOPMENT; 2) FIELDING; 3) TEST; 4) SYSTEMS ENGINEERING, INTEGRATION AND CONFIGURATION MANAGEMENT; 5) EQUIPMENT MANUFACTURIN",2025-12-31,2026-01-21,True,,,,HIGH,,THE BOEING COMPANY,SML4NN2CT556,GIANT ($5B-10B),2011-12-30,1,100,0.0,4
491477684.0,CONT_AWD_N0002409C2101_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; IT Services; $100M+; 100 subs; Very active prime; Staffing indicators,105,N0002409C2101,"DESIGN, ENGINEERING AND TECHNICAL SUPPORT FOR ACTIVE NUCLEAR SUBMARINES.",2011-03-31,2026-01-21,True,,,,HIGH,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,MEDIUM ($100M-500M),2008-10-01,1,100,0.0,28
441783778.01,CONT_AWD_DAAE0796CX195_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $100M+; 60 subs; Very active prime; Staffing indicators,105,DAAE0796CX195,ABRAMS TANK PROGRAM SYSTEM TECHNICAL SUPPORT (STS),2008-09-30,2026-01-21,True,,,,HIGH,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,MEDIUM ($100M-500M),1996-09-25,1,60,0.0,35
390589410.94,CONT_AWD_0001_9700_W31P4Q18A0011_9700,Department of Defense,Department of the Army,DoD; IT Services; $100M+; 100 subs; Very active prime; Staffing indicators,105,0001,SYSTEMS ENGINEERING SUPPORT OF ADVANCED EXPERIMENTATION AND FORCE PROTECTION LIFECYCLE MODELING&SIMULATION,2022-09-20,2026-01-21,True,,,,HIGH,,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MMLKPW9JLX64,MEDIUM ($100M-500M),2018-06-01,1,100,0.0,14
755178595.41,CONT_AWD_W56KGU24F0010_9700_W56KGU18D0004_9700,Department of Defense,Department of the Army,DoD; IT Services; $500M+; 16 subs; Very active prime; Staffing indicators,100,W56KGU24F0010,FY25 TASK ORDER 7 - TO PROVIDE SYSTEMS ENGINEERING RESEARCH AND DEVELOPMENT SERVICES FOR THE DEPARTMENT OF DEFENSE (DOD) AND OTHER FEDERAL GOVERNMENT AGENCIES.,2025-12-31,2026-01-21,True,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,LARGE ($500M-1B),2024-10-01,1,16,0.0,18
483202632.02,CONT_AWD_N0002416C5144_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; IT Services; $100M+; 100 subs; Active prime; Staffing indicators,100,N0002416C5144,"FMS AND US AEGIS PRODUCTION (FCS AND SPY TRANSMITTER), PTC SUPPORT, AND ENGINEERING SUPPORT REQUIREMENTS.",2027-12-31,2026-01-21,True,,,,HIGH,,RAYTHEON COMPANY,YD6LTFVUZNG1,MEDIUM ($100M-500M),2016-05-27,1,100,0.0,8
486573111.77,CONT_AWD_W31P4Q23C0008_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $100M+; 100 subs; Staffing indicators,90,W31P4Q23C0008,"THIS UCA IS FOR A PARTIAL STATEMENT OF WORK (SOW) SCOPE LIMITED TO PROCURING LONG LEAD ITEMS (LLI), PROGRAM MANAGEMENT, AND SYSTEMS ENGINEERING ASSOCIATED WITH BATTERY 2 FOR A SIX-MONTH PERIOD OF PERFORMANCE.",2028-02-28,2026-01-21,True,,,,HIGH,,LOCKHEED MARTIN CORPORATION,NGBVY5X32XZ5,MEDIUM ($100M-500M),2023-02-28,1,100,0.0,2
458265556.36,CONT_AWD_W15P7T10CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $100M+; 16 subs; Very active prime; Staffing indicators,90,W15P7T10CF600,FUNDING FOR SECOND YEAR OPTION PERIOD FOR SYSTEMS ENGINEERING SERVICES - MITRE,2011-09-30,2026-01-21,True,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),2009-10-01,1,16,0.0,18
457511610.28,CONT_AWD_W15P7T11CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $100M+; 16 subs; Very active prime; Staffing indicators,90,W15P7T11CF600,FUNDING MONDIFICATION FOR SYSTEMS ENGINEERING SERVICES ON MITRE CONTRACT BASE,2013-09-30,2026-01-21,True,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),2010-10-01,1,16,0.0,18
405546114.52,CONT_AWD_W15P7T07CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $100M+; 16 subs; Very active prime; Staffing indicators,90,W15P7T07CF600,SYSTEMS ENGINEERING SERVICES,2009-03-31,2026-01-21,True,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),2006-10-23,1,16,0.0,18
