active,agency_name,department_name,extraction_date,first_notice_date,is_it_services,naics_code,notice_code,notice_type,office_name,opportunity_id,pop_city,pop_state,psc_code,response_deadline,sam_url,set_aside,solicitation_number,title
True,Department of the Army,Department of Defense,2026-01-21,2025-04-15T12:13:35+00:00,True,513210,o,Solicitation,W6QM MICC-FT EISENHOWER,1aa3a8d1-592b-485b-9600-13dc8c5e2698,Fort Eisenhower,GA,7A21,2025-04-18T17:00:00+00:00,https://sam.gov/opp/1aa3a8d1592b485b960013dc8c5e2698/view,,W91249-W91CNY0012272186,EXATA Annual License Renewal
True,Department of the Army,Department of Defense,2026-01-21,2025-04-03T13:09:52+00:00,True,513210,s,Special Notice,W6QK ACC-APG NATICK,f2743d37-be65-418a-964f-ea6d9b26056b,Natick,MA,7A20,2025-04-18T19:00:00+00:00,https://sam.gov/opp/f2743d37be65418a964fea6d9b26056b/view,,W911QY-25-R-JMP5,JMP SAS PRO Software Licenses
True,Defense Health Agency,Department of Defense,2026-01-21,2025-04-16T18:48:30+00:00,True,518210,s,Special Notice,ARMY MED RES ACQ ACTIVITY,50ef8d8c-2ae8-48bd-8568-e5421a74b898,Silver Spring,MD,7A21,2025-05-08T16:00:00+00:00,https://sam.gov/opp/50ef8d8c2ae848bd8568e5421a74b898/view,,PANDHA25P0000011535,Notice of Intent - Sole Source Contract for Qiagen CLC Genomics WB Premium Network Software license
True,Department of the Army,Department of Defense,2026-01-21,2025-03-20T14:31:18+00:00,True,541512,r,Sources Sought,W6EY CCDC HEADQUARTERS,e0e6c343-09a9-4bfe-bbfa-8a3d32d92af3,,,DA01,2025-04-02T20:00:00+00:00,https://sam.gov/opp/b84421ef6842472288f048137fb78fa7/view,,W91CPT-25-X-HR00,DEVCOM Human Resources Information System
True,Department of the Army,Department of Defense,2026-01-21,2024-09-20T16:44:55+00:00,True,541611,r,Sources Sought,W6QM MICC-FDO FT SAM HOUSTON,d15ecdcf-e15d-45cf-b5e7-03b89fd94122,Washington,DC,DA10,2024-10-09T22:00:00+00:00,https://sam.gov/opp/501d7cbce55943cfaaeeb1c45ca525de/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",W9124J-25-R-CPST,Communication Planning and Support Services
True,Department of the Army,Department of Defense,2026-01-21,2025-09-04T20:29:58+00:00,True,541511,k,Combined Synopsis/Solicitation,W6QK ACC-APG,6c0f25d6-bd0d-4d0a-8878-cad9626c1cf1,Washington,DC,DA01,2025-09-17T03:59:00+00:00,https://sam.gov/opp/fea97c3eb64946f8bf26d633c223421a/view,"{'code': 'NONE', 'description': 'No set aside used'}",W91CRB-25-S-H2FMS,Call for Solutions: Holistic Health and Fitness Management System (H2FMS)
True,Department of the Army,Department of Defense,2026-01-21,2024-09-26T17:06:50+00:00,True,541512,p,Pre solicitation,W6QK ACC-RI,d93b297d-3103-478b-a4f7-c79969855733,Fort Belvoir,VA,DA01,2024-10-16T21:00:00+00:00,https://sam.gov/opp/568436bece1e49888e047c21ecc39d29/view,,W519TC-25-R-ADP2,Amendment 2 - PEO EIS ARDAP ARMY DATA PLATFORM 2.0 RFI
True,Department of the Army,Department of Defense,2026-01-21,2024-12-18T16:21:20+00:00,True,,s,Special Notice,W6QK ACC-RI,5a161e63-5b1a-476a-a866-378df4364816,Fort Belvoir,VA,DA10,2025-01-31T17:00:00+00:00,https://sam.gov/opp/3f30ba0c54394a93a6b3b96e66c2d153/view,,,Amendment 0002 - Army Data Platform (ADP) Performance Work Statement (PWS)
True,Department of the Army,Department of Defense,2026-01-21,2025-12-03T12:01:55+00:00,True,541511,s,Special Notice,W6QK ACC-APG DIR,125981cb-8be2-44b2-8191-897d9db1ea2b,Aberdeen Proving Ground,MD,7A21,2025-12-17T14:00:00+00:00,https://sam.gov/opp/ae8876fb39aa43c5bf18096cd8f6aaf9/view,"{'code': 'NONE', 'description': 'No set aside used'}",W56ZTN26QA001,NOTICE OF INTENT TO SOLE SOURCE - ISPORTSMAN INTERFACE
True,Department of the Army,Department of Defense,2026-01-21,2025-09-15T19:46:47+00:00,True,541519,r,Sources Sought,W6QK ACC-APG,5455d8ce-f2cb-4cfe-bc3b-f831d3da29c6,Aberdeen Proving Ground,MD,7A20,2025-09-30T19:00:00+00:00,https://sam.gov/opp/5455d8cef2cb4cfebc3bf831d3da29c6/view,,RFI-T-ICAM-W15P7T,T-ICAM Software Licensing
True,Department of the Navy,Department of Defense,2026-01-21,2025-04-24T21:28:48+00:00,True,513210,k,Combined Synopsis/Solicitation,NAVSUP FLT LOG CTR NORFOLK,e834d487-e7ce-4211-bf1e-1b9f9afbc771,,,7A21,2025-04-28T19:00:00+00:00,https://sam.gov/opp/e834d487e7ce4211bf1e1b9f9afbc771/view,,N0018925QZ256,"7A21 - Adobe Acrobat Professional Software Licenses for Enterprise FRL Offline in support of My Navy Career Center (NMCC), Navy Personnel Command (NPC)"
True,Department of the Air Force,Department of Defense,2026-01-21,2025-04-09T19:47:40+00:00,True,541511,r,Sources Sought,FA8770  AFLCMC GBK,320b8e4a-41bd-4888-a796-6de11cc71d83,,,DA10,2025-05-08T19:00:00+00:00,https://sam.gov/opp/2dbac88554484d1582224d99cb15d8e9/view,"{'code': '8AN', 'description': '8(a) Sole Source'}",FA8770-25-R-B015,Acquisition Due-In System (ADIS) & Contracting Information Database System (CIDS) Follow-On
True,Department of the Air Force,Department of Defense,2026-01-21,2024-10-22T19:55:41+00:00,True,541511,r,Sources Sought,FA8689  AFLCMC WIIK        UAS,8b32c2e8-399d-412d-a765-84aa301806f9,Wright Patterson AFB,OH,7A21,2024-11-22T22:00:00+00:00,https://sam.gov/opp/8b32c2e8399d412da76584aa301806f9/view,,FA8689-25-R-B001,Remotely Piloted Aircraft-Squadron Operations Centers (RPA-SOC) Cavok System Software and Support
True,Department of the Air Force,Department of Defense,2026-01-21,2023-10-20T19:49:45+00:00,True,541519,r,Sources Sought,FA9000  AF NAF PO,8fb8dc32-8091-4e4d-831a-4909c8a4b437,San Antonio,TX,DA01,2024-05-30T19:00:00+00:00,https://sam.gov/opp/5d1cd0255c794c73a1a2f96ae78a36e9/view,,Oracle_Integrator_Sources_Sought,Air Force Services Financial Management System (AFSFMS) Oracle Consolidation
True,Department of the Air Force,Department of Defense,2026-01-21,2025-04-17T20:03:03+00:00,True,541519,k,Combined Synopsis/Solicitation,FA4800  633 CONS PKP,07349823-a012-46fb-9024-772ca96fcea4,Langley AFB,VA,7A21,2025-04-22T20:00:00+00:00,https://sam.gov/opp/07349823a01246fb9024772ca96fcea4/view,,FA480025Q0013,ACC Digital Personal Protection
True,Department of the Air Force,Department of Defense,2026-01-21,2025-04-09T16:41:26+00:00,True,513210,s,Special Notice,FA2396 USAF AFMC AFRL PZL AFRL PZLE,675683a6-336f-4ce6-b0f4-46ee74a151a7,Wright Patterson AFB,OH,7A21,2025-04-16T16:00:00+00:00,https://sam.gov/opp/675683a6336f4ce6b0f446ee74a151a7/view,,,Intent to Award Sole Source- PitchBook
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-04-09T16:07:58+00:00,True,513210,k,Combined Synopsis/Solicitation,IT CONTRACTING DIVISION - PL84,21939e2f-7eb7-4147-a6c7-21ca64123fb4,Scott AFB,IL,7A21,2025-04-14T18:00:00+00:00,https://sam.gov/opp/21939e2f7eb74147a6c721ca64123fb4/view,,832571784,ProCast Casting Simulation Software
True,Department of the Air Force,Department of Defense,2026-01-21,2025-08-12T19:05:46+00:00,True,541511,r,Sources Sought,FA7014  AFDW PK,e59929f1-8c22-4aa3-8050-98000b2b06a8,Washington,DC,DA10,2025-09-05T16:00:00+00:00,https://sam.gov/opp/9ef710cd62004d368e8e9b7a6ebbdadb/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",FA7014WargamingSupportAI,AI Enabled- Personnel Readiness Wargaming Support
True,Department of the Air Force,Department of Defense,2026-01-21,2025-04-08T17:36:05+00:00,True,513210,s,Special Notice,FA2396 USAF AFMC AFRL PZL AFRL PZLE,46ff4008-2f3a-4c26-a75b-127468152b5f,Wright Patterson AFB,OH,7A21,2025-04-15T16:00:00+00:00,https://sam.gov/opp/46ff40082f3a4c26a75b127468152b5f/view,,,AFRL - nTopology
True,,,2026-01-21,2025-08-22T15:38:58+00:00,True,513210,s,Special Notice,,35634df1-e67f-4ea3-8388-b68e16508798,Edwards,CA,7A21,2025-08-27T19:00:00+00:00,https://sam.gov/opp/35634df1e67f4ea38388b68e16508798/view,,,VT MAK Software Renewal
True,,,2026-01-21,2025-05-22T19:58:26+00:00,True,518210,s,Special Notice,,ebb59aea-814c-4e7e-89ba-f47af364b189,JBSA Randolph,TX,DA10,2025-08-04T21:00:00+00:00,https://sam.gov/opp/f9422774a2844edab776e8ca4766691b/view,,FA8600-23-S-C056-007,Project Taj Mahal: HCM SaaS under AFLCMC Data Operations Commercial Solutions Opening
True,Department of the Air Force,Department of Defense,2026-01-21,2025-04-10T17:55:09+00:00,True,541519,o,Solicitation,FA8770  AFLCMC GBK,07299ab3-825d-45e5-b6fe-5a136770202a,Wright Patterson AFB,OH,DA01,2025-05-30T16:00:00+00:00,https://sam.gov/opp/054c0bb3c09c4ca2bae1a64673307da4/view,,FA877025SC002,"CSO - Oracle Governance, Risk, and Compliance (GRC) Application Monitoring Tool"
True,Department of the Air Force,Department of Defense,2026-01-21,2025-06-04T15:51:02+00:00,True,334111,s,Special Notice,FA4608  2 CONS LGC,4d074e39-512d-4e16-b384-5772cdacd760,Barksdale AFB,LA,7A21,2025-06-16T15:00:00+00:00,https://sam.gov/opp/4d074e39512d4e16b3845772cdacd760/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",FA460825QC093,Command Professional Software License
True,Department of the Air Force,Department of Defense,2026-01-21,2024-10-22T15:50:09+00:00,True,541513,p,Pre solicitation,FA8224  OL H  PZI PZIM,ad0fb805-ae74-4d63-a4e3-77e31a4fa618,,,DA01,2024-11-06T23:00:00+00:00,https://sam.gov/opp/a9d8b7ec72be43f892548e4655059f3a/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",FA822425R0002MABSMImplementation,MABSM Implementation and Sustainment for the Oklahoma City (OC-ALC) and Warner Robins (WR-ALC) Aircraft Groups (Synopsis Cancelled)
True,Department of the Air Force,Department of Defense,2026-01-21,2025-09-15T16:47:54+00:00,True,513210,s,Special Notice,FA9301  AFTC PZIO,cf0bdd95-f4f3-4919-be99-af5772dcf5fb,Edwards,CA,7A21,2025-09-17T18:00:00+00:00,https://sam.gov/opp/cf0bdd95f4f34919be99af5772dcf5fb/view,"{'code': 'NONE', 'description': 'No set aside used'}",,Notice of Contract Action (NOCA) McQ Trail Cameras Maintenance and Site Support
True,Department of the Air Force,Department of Defense,2026-01-21,2024-12-18T17:45:59+00:00,True,541519,s,Special Notice,FA9302  AFTC PZZ,d7979e99-1599-4c85-9d3a-c9d7525dbeca,Nellis AFB,NV,7A21,2024-12-23T20:00:00+00:00,https://sam.gov/opp/d7979e9915994c859d3ac9d7525dbeca/view,,F1S0AX4331A001,Notice of Contract Action - Siemens Industry INC - Sole Source Award
True,Department of the Air Force,Department of Defense,2026-01-21,2024-09-17T15:07:34+00:00,True,513210,r,Sources Sought,FA7014  AFDW PK,319c25c6-a7fe-4ea6-b938-eab2cc2d31b5,,MD,DA10,2024-10-16T12:00:00+00:00,https://sam.gov/opp/63ad11634d7b4c9c908776ff3e5d2425/view,,A04171,JAGC eDiscovery Software-as-a-Service Solution
True,Department of the Air Force,Department of Defense,2026-01-21,2025-08-28T14:23:07+00:00,True,541519,r,Sources Sought,FA7014  AFDW PK,7d867d40-8d66-4de2-b4ca-b5b75e2dc4c8,Washington,DC,7A20,2025-09-05T15:00:00+00:00,https://sam.gov/opp/7d867d408d664de2b4cab5b75e2dc4c8/view,"{'code': 'NONE', 'description': 'No set aside used'}",FA701425IRIQ,Installation Resilience IQ
True,Department of the Air Force,Department of Defense,2026-01-21,2025-12-04T14:04:27+00:00,True,541519,r,Sources Sought,FA4890  HQ ACC AMIC,f6fa5ce3-9bd3-440c-a029-dde6b5b33c55,,SC,DA01,2026-01-06T19:00:00+00:00,https://sam.gov/opp/f6fa5ce39bd3440ca029dde6b5b33c55/view,,FA4890-26-R-MVDS,Mission Video Distribution System (MVDS) Services
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-02-25T15:50:59+00:00,True,541511,p,Pre solicitation,DEFENSE INFORMATION SYSTEMS AGENCY,e5af3d29-b75b-4c32-9f30-93bfac86cb49,Annapolis,MD,DA01,2025-03-18T15:00:00+00:00,https://sam.gov/opp/f78e2c6af04e443c8f16c037ad69ad6d/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",HC104725R0005,Spectrum Information System (SIS) Sustainment & Enhancement
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-02-27T18:30:43+00:00,True,541519,r,Sources Sought,IT CONTRACTING DIVISION - PL84,aab0d0db-080a-43a7-87dc-e961ba334b32,Fort George G Meade,MD,DA01,2025-03-14T21:00:00+00:00,https://sam.gov/opp/aab0d0db080a43a787dce961ba334b32/view,,842470494,Defense Information Systems Agency (DISA) - Sources Sought Notice for Capacity Services Communications
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-06-17T10:42:27+00:00,True,516210,s,Special Notice,DEFENSE INFORMATION SYSTEMS AGENCY,ddddc28b-98dd-4ebd-8e19-a56c4f6aec20,Washington,DC,7A21,2025-06-24T15:00:00+00:00,https://sam.gov/opp/f1bc169d7dc34171a70b338feacdf557/view,,,AFP Newswire
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-11-25T20:08:59+00:00,True,541519,p,Pre solicitation,IT CONTRACTING DIVISION - PL84,256a508f-472a-4546-a21a-cc5e9d42da4a,St James,MD,DA01,2025-12-09T22:00:00+00:00,https://sam.gov/opp/256a508f472a4546a21acc5e9d42da4a/view,"{'code': 'NONE', 'description': 'No set aside used'}",HC108426R0001-DRAFT,Draft RFP - Capacity Services Communications III
True,Department of the Air Force,Department of Defense,2026-01-21,2025-06-30T18:42:27+00:00,True,518210,r,Sources Sought,FA8770  AFLCMC GBK,69c395dc-a16d-4129-97b0-e5c0401dabca,Wright Patterson AFB,OH,DA01,2025-07-11T22:00:00+00:00,https://sam.gov/opp/69c395dca16d412997b0e5c0401dabca/view,"{'code': 'NONE', 'description': 'No set aside used'}",FA8770-25-KDSSCMS_C1_SS-RFI,Sources Sought (SS)/Request for Information (RFI) Keystone Decision Support System (KDSS) and Command Management System (CMS)
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-05-21T15:43:16+00:00,True,541519,r,Sources Sought,IT CONTRACTING DIVISION - PL83,ba820477-600d-47eb-9b40-540261f68a86,Fort George G Meade,MD,DA01,2025-06-06T19:00:00+00:00,https://sam.gov/opp/6bab16c772c74eb3ae5708dcb916e6bb/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",832572039,Multimedia Architectural Networking Design Optimization version 2 (MANDO v2)
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-12-17T13:00:32+00:00,True,541512,r,Sources Sought,DEFENSE INFORMATION SYSTEMS AGENCY,53eca2aa-2ee4-40fc-a85e-45f88006aef8,St James,MD,DA01,2026-01-13T21:00:00+00:00,https://sam.gov/opp/48d3cc4e8e894bdba899054bd55d9bb5/view,"{'code': 'NONE', 'description': 'No set aside used'}",622673683,Department of Defense Secure Access File Exchange Modernization
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-09-26T14:10:14+00:00,True,541512,j,Justification and Approval (J&A),DEFENSE INFORMATION SYSTEMS AGENCY,be26a8f2-9f25-4ca6-b6b3-b992a61558b7,Mc Lean,VA,7A20,,https://sam.gov/opp/be26a8f29f254ca6b6b3b992a61558b7/view,,HC104725C0010,Human Capital Management Modernization Services
True,Department of the Air Force,Department of Defense,2026-01-21,2025-07-17T14:58:36+00:00,True,541512,k,Combined Synopsis/Solicitation,FA2835 AFLCMC HANSCOM PZI,d6aa0330-81f9-481b-a487-c02762fb7776,Hanscom AFB,MA,DA01,2025-08-27T18:00:00+00:00,https://sam.gov/opp/61f567d7921247b5b8e6604e2b26adb9/view,"{'code': 'SBA', 'description': 'Small Business Set Aside - Total'}",2025-PZI-1587,Conference Center AV Upgrade Consultant
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-07-30T21:20:36+00:00,True,541519,s,Special Notice,IT CONTRACTING DIVISION - PL83,1f85f0d1-6099-470f-b500-4422e4dd2a6b,Scott Air Force Base,IL,7A21,2025-08-05T15:00:00+00:00,https://sam.gov/opp/1f85f0d16099470fb5004422e4dd2a6b/view,"{'code': 'NONE', 'description': 'No set aside used'}",832573068,Notice of Intent to Sole Source to Booz Allen Hamilton for GVX Desktop Enterprise Software and Support
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-06-05T13:47:13+00:00,True,541512,r,Sources Sought,DEFENSE INFORMATION SYSTEMS AGENCY,ea1a4919-e8f9-4304-952e-0cbb0ccd523d,Fort George G Meade,MD,DA01,2025-07-07T20:00:00+00:00,https://sam.gov/opp/ea1a4919e8f94304952e0cbb0ccd523d/view,"{'code': 'NONE', 'description': 'No set aside used'}",622572376,Joint Planning and Execution Services (JPES) and Joint Capabilities Requirements Manager (JCRM) Software Sustainment and Maintenance
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-03-11T15:58:52+00:00,True,541511,o,Solicitation,DEFENSE INFORMATION SYSTEMS AGENCY,650819fb-18ea-4837-814a-0ef7f871261f,,,DA01,2025-04-30T18:00:00+00:00,https://sam.gov/opp/1cab1be86de14647bf0c743427017621/view,,HC104725R0003,Electromagnetic Battle Management Joint (EMBM-J) Situational Awareness (SA)
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2024-10-30T14:25:23+00:00,True,541512,r,Sources Sought,IT CONTRACTING DIVISION - PL83,be197bd3-d0ad-4e9a-b777-fd263df5ba5c,Washington,DC,DA01,2024-11-14T21:00:00+00:00,https://sam.gov/opp/be197bd3d0ad4e9ab777fd263df5ba5c/view,,832571097,Correspondence and Task Management System (CATMS)
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2026-01-07T19:09:41+00:00,True,513210,r,Sources Sought,IT CONTRACTING DIVISION - PL83,671ec6b1-aa86-432e-bee1-7aa3bcce72ed,Mechanicsburg,PA,7A21,2026-01-19T14:00:00+00:00,https://sam.gov/opp/671ec6b1aa86432ebee17aa3bcce72ed/view,"{'code': 'NONE', 'description': 'No set aside used'}",832673715,Sources Sought Notice for COBOL Report Writer Renewal
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-10-16T18:36:17+00:00,True,541512,r,Sources Sought,IT CONTRACTING DIVISION - PL83,0fee2245-2727-43bb-b04f-d545567f70cd,St James,MD,DA01,2025-10-31T20:00:00+00:00,https://sam.gov/opp/0fee2245272743bbb04fd545567f70cd/view,"{'code': '8A', 'description': '8a Competed'}",832573570,"Morale, Welfare, and Recreation (MWR) Global Internet Connect Program (ICP)"
True,Defense Logistics Agency,Department of Defense,2026-01-21,2025-10-02T14:48:41+00:00,True,541519,j,Justification and Approval (J&A),DCSO PHILADELPHIA,2f60d2ce-1b5c-41e3-a04c-689763f3a444,Chantilly,VA,DA01,,https://sam.gov/opp/2f60d2ce1b5c41e3a04c689763f3a444/view,,SP4709-23-F-0038P00010,EFO ECWM
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-09-18T16:13:30+00:00,True,541512,j,Justification and Approval (J&A),IT CONTRACTING DIVISION - PL84,d7bdb5b7-a02b-4e4c-940c-e3b34286acb9,St James,MD,DA01,,https://sam.gov/opp/d7bdb5b7a02b4e4c940ce3b34286acb9/view,,842571048,Mobility Enterprise Services (MES)
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-09-12T15:33:19+00:00,True,541512,j,Justification and Approval (J&A),DEFENSE INFORMATION SYSTEMS AGENCY,638cd8a0-dd5a-44c1-ab5b-6223d2ccdfd2,St James,MD,DA01,,https://sam.gov/opp/638cd8a0dd5a44c1ab5b6223d2ccdfd2/view,,622571264,Joint Operational Planning & Execution System (JOPES) and Joint Capabilities Requirements Manager (JCRM) Software Sustainment & Maintenance
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-09-12T11:59:21+00:00,True,513210,j,Justification and Approval (J&A),IT CONTRACTING DIVISION - PL83,51646786-1ea6-4aa1-a6bd-8a3ae8028c87,Mechanicsburg,PA,7A21,,https://sam.gov/opp/516467861ea64aa1a6bd8a3ae8028c87/view,,832572427,PKWare Software Maintenance
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-09-09T14:19:08+00:00,True,541511,j,Justification and Approval (J&A),IT CONTRACTING DIVISION - PL83,99bea877-d2f9-48ff-bb04-800b20ffc03c,Chambersburg,PA,7A21,,https://sam.gov/opp/99bea877d2f948ffbb04800b20ffc03c/view,,832572548,GT Software License and Maintenance Support
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-09-02T18:58:50+00:00,True,513210,s,Special Notice,IT CONTRACTING DIVISION - PL83,860630e8-3343-447e-b5cb-4de09241ad31,Fort Lee,VA,7A21,2025-09-11T18:00:00+00:00,https://sam.gov/opp/860630e83343447eb5cb4de09241ad31/view,"{'code': 'NONE', 'description': 'No set aside used'}",832573457,Notice of Intent - Sole Source Notice
True,Department of Veterans Affairs,Department of Veterans Affairs,2026-01-21,2025-08-20T17:07:36+00:00,True,518210,s,Special Notice,249-NETWORK CONTRACT OFFICE 9 (36C249),78c04fd3-0328-4afa-bcbc-5d4a833da0dc,,,DA01,2025-08-27T17:00:00+00:00,https://sam.gov/opp/78c04fd303284afabcbc5d4a833da0dc/view,,36C24926Q0004,"DA01--Censis Technologies, Inc.â€™s CensiTracÂ®, GovCloudâ„¢, ServiceÂ®  ScopeTracâ„¢ Advanced,  and LoanerLinkÂ® Licenses &    Software Support"
True,Defense Information Systems Agency,Department of Defense,2026-01-21,2025-08-12T14:59:50+00:00,True,513210,s,Special Notice,IT CONTRACTING DIVISION - PL83,458f51e1-ec83-412a-a451-bc84515f4448,St James,MD,7A21,2025-08-17T16:00:00+00:00,https://sam.gov/opp/458f51e1ec83412aa451bc84515f4448/view,,832573136,Notice of Intent to Sole Source
True,,,2026-01-21,2025-08-12T14:25:44+00:00,True,513210,s,Special Notice,,108fd2f6-508f-4d0c-9839-840719e40ff5,,,7A21,2025-08-17T15:00:00+00:00,https://sam.gov/opp/34f9afe1e05c48f9983be0cd172a09ae/view,,832572822,Notice of Intent to Sole Source
True,Department of the Air Force,Department of Defense,2026-01-21,2025-08-04T17:54:38+00:00,True,541519,o,Solicitation,FA5215  766 ESS PKP,3dc8821e-9cbf-4d3a-bbc9-33ea73a4ab45,Honolulu,HI,DJ01,2025-08-11T18:00:00+00:00,https://sam.gov/opp/fda4e2d38dcc4d849bc93755a1c5f020/view,"{'code': '8A', 'description': '8a Competed'}",FA521525Q0028,FY25 PACAF Assessment and Authorization for Federal Information System Management Act (FISMA) and Cybersecurity Hardening
True,Defense Health Agency,Department of Defense,2026-01-21,2025-08-06T14:51:54+00:00,True,541511,s,Special Notice,ARMY MED RES ACQ ACTIVITY,59cdac21-1cf2-4b24-b494-a853e968892f,Dover AFB,DE,DA10,2025-08-21T18:00:00+00:00,https://sam.gov/opp/59cdac211cf24b24b494a853e968892f/view,"{'code': 'NONE', 'description': 'No set aside used'}",HT942525QE025,"Procurement of licensing, maintenance, and support"
