award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,contract_id,description,end_date,extraction_date,is_it_services,naics_code,pop_city,pop_state,priority_tier,psc_code,recipient_name,recipient_uei,size_tier,start_date,sub_recipient_count,subaward_count,subaward_total_value,vendor_prime_count
6466627868.26,CONT_AWD_HQ014712C0004_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; IT Services; $5B+; 100 subs; Staffing indicators,110,HQ014712C0004,"THE MISSILE DEFENSE AGENCY (MDA), GROUND-BASED MIDCOURSE DEFENSE (GMD) DEVELOPMENT AND SUSTAINMENT CONTRACT (DSC) THE GMD DSC WORK INCLUDES, BUT IS NOT LIMITED TO: 1) FUTURE DEVELOPMENT; 2) FIELDING; 3) TEST; 4) SYSTEMS ENGINEERING, INTEGRATION AND CONFIGURATION MANAGEMENT; 5) EQUIPMENT MANUFACTURIN",2025-12-31,2026-01-21,True,,,,HIGH,,THE BOEING COMPANY,SML4NN2CT556,GIANT ($5B-10B),2011-12-30,1,100,0.0,4
491477684.0,CONT_AWD_N0002409C2101_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; IT Services; $100M+; 100 subs; Very active prime; Staffing indicators,105,N0002409C2101,"DESIGN, ENGINEERING AND TECHNICAL SUPPORT FOR ACTIVE NUCLEAR SUBMARINES.",2011-03-31,2026-01-21,True,,,,HIGH,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,MEDIUM ($100M-500M),2008-10-01,1,100,0.0,28
441783778.01,CONT_AWD_DAAE0796CX195_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $100M+; 60 subs; Very active prime; Staffing indicators,105,DAAE0796CX195,ABRAMS TANK PROGRAM SYSTEM TECHNICAL SUPPORT (STS),2008-09-30,2026-01-21,True,,,,HIGH,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,MEDIUM ($100M-500M),1996-09-25,1,60,0.0,35
390589410.94,CONT_AWD_0001_9700_W31P4Q18A0011_9700,Department of Defense,Department of the Army,DoD; IT Services; $100M+; 100 subs; Very active prime; Staffing indicators,105,0001,SYSTEMS ENGINEERING SUPPORT OF ADVANCED EXPERIMENTATION AND FORCE PROTECTION LIFECYCLE MODELING&SIMULATION,2022-09-20,2026-01-21,True,,,,HIGH,,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MMLKPW9JLX64,MEDIUM ($100M-500M),2018-06-01,1,100,0.0,14
755178595.41,CONT_AWD_W56KGU24F0010_9700_W56KGU18D0004_9700,Department of Defense,Department of the Army,DoD; IT Services; $500M+; 16 subs; Very active prime; Staffing indicators,100,W56KGU24F0010,FY25 TASK ORDER 7 - TO PROVIDE SYSTEMS ENGINEERING RESEARCH AND DEVELOPMENT SERVICES FOR THE DEPARTMENT OF DEFENSE (DOD) AND OTHER FEDERAL GOVERNMENT AGENCIES.,2025-12-31,2026-01-21,True,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,LARGE ($500M-1B),2024-10-01,1,16,0.0,18
483202632.02,CONT_AWD_N0002416C5144_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; IT Services; $100M+; 100 subs; Active prime; Staffing indicators,100,N0002416C5144,"FMS AND US AEGIS PRODUCTION (FCS AND SPY TRANSMITTER), PTC SUPPORT, AND ENGINEERING SUPPORT REQUIREMENTS.",2027-12-31,2026-01-21,True,,,,HIGH,,RAYTHEON COMPANY,YD6LTFVUZNG1,MEDIUM ($100M-500M),2016-05-27,1,100,0.0,8
486573111.77,CONT_AWD_W31P4Q23C0008_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $100M+; 100 subs; Staffing indicators,90,W31P4Q23C0008,"THIS UCA IS FOR A PARTIAL STATEMENT OF WORK (SOW) SCOPE LIMITED TO PROCURING LONG LEAD ITEMS (LLI), PROGRAM MANAGEMENT, AND SYSTEMS ENGINEERING ASSOCIATED WITH BATTERY 2 FOR A SIX-MONTH PERIOD OF PERFORMANCE.",2028-02-28,2026-01-21,True,,,,HIGH,,LOCKHEED MARTIN CORPORATION,NGBVY5X32XZ5,MEDIUM ($100M-500M),2023-02-28,1,100,0.0,2
458265556.36,CONT_AWD_W15P7T10CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $100M+; 16 subs; Very active prime; Staffing indicators,90,W15P7T10CF600,FUNDING FOR SECOND YEAR OPTION PERIOD FOR SYSTEMS ENGINEERING SERVICES - MITRE,2011-09-30,2026-01-21,True,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),2009-10-01,1,16,0.0,18
457511610.28,CONT_AWD_W15P7T11CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $100M+; 16 subs; Very active prime; Staffing indicators,90,W15P7T11CF600,FUNDING MONDIFICATION FOR SYSTEMS ENGINEERING SERVICES ON MITRE CONTRACT BASE,2013-09-30,2026-01-21,True,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),2010-10-01,1,16,0.0,18
405546114.52,CONT_AWD_W15P7T07CF600_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $100M+; 16 subs; Very active prime; Staffing indicators,90,W15P7T07CF600,SYSTEMS ENGINEERING SERVICES,2009-03-31,2026-01-21,True,,,,HIGH,,THE MITRE CORPORATION,DMHDNDCPWUD1,MEDIUM ($100M-500M),2006-10-23,1,16,0.0,18
1261127656.32,CONT_AWD_W56HZV07C0096_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $1B+; Active prime; Staffing indicators,85,W56HZV07C0096,"SYSTEM TECHNICAL SUPPORT FOR BRADLEY FAMILY OF VEHICLES, M113, M109, M992 FAMILY OF VEHICLES, M9 ACE, MLRS",2016-09-30,2026-01-21,True,,,,HIGH,,BAE SYSTEMS LAND & ARMAMENTS L.P.,JZCFGJQG7A57,BILLION ($1B-5B),2006-12-20,0,0,0,6
633778735.47,CONT_AWD_W56HZV15C0099_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $500M+; Active prime; Staffing indicators,80,W56HZV15C0099,IGF::OT::IGF BRADLEY SYSTEM TECHNICAL SUPPORT AND SUSTAINMENT SYSTEM TECHNICAL SUPPORT,2027-05-14,2026-01-21,True,,,,HIGH,,BAE SYSTEMS LAND & ARMAMENTS L.P.,JZCFGJQG7A57,LARGE ($500M-1B),2015-07-09,0,0,0,6
2118906843.81,CONT_AWD_FA821413C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; IT Services; $1B+; Staffing indicators,75,FA821413C0001,"IGF::CL::IGF SYSTEMS ENGINEERING, INTEGRATION AND PROGRAM MANAGEMENT SUPPORT FOR THE ICBM SYSTEMS DIRECTORATE.",2026-07-31,2026-01-21,True,,,,HIGH,,BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES INC.,LX3BSV6NNW58,BILLION ($1B-5B),2013-08-01,0,0,0,3
2003775684.53,CONT_AWD_DAAB0702CC403_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; IT Services; $1B+; Staffing indicators,75,DAAB0702CC403,200209!003576!2100!AB07  !USA COMMUNICATIONS-ELECTRONICS  !DAAB0702CC403  !A!N! !N!                   !20020624!20080131!008369050!008369050!009256819!N!THE BOEING COMPANY            !3370 E MIRALOMA AVE       !ANAHEIM             !CA!92806!02000!059!06!ANAHEIM             !ORANGE                !CA,2013-03-31,2026-01-21,True,,,,HIGH,,THE BOEING COMPANY,G8YTUPGGAJN5,BILLION ($1B-5B),2002-06-24,0,0,0,3
1251343793.0,CONT_AWD_W912DR10C0094_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $1B+; Staffing indicators,75,W912DR10C0094,"UTAH DATA CENTER, CAMP WILLIAMS, UT",2015-08-27,2026-01-21,True,,,,HIGH,,"BALFOUR BEATTY/DPR/BIG-D, A JOINT VENTURE",LBY5FXN2HKA5,BILLION ($1B-5B),2010-09-24,0,0,0,1
1054444249.64,CONT_AWD_HQ085821C0015_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; IT Services; $1B+; Staffing indicators,75,HQ085821C0015,EO14042 TEAMS-NEXT MISSILE DEFENSE SYSTEMS ENGINEERING,2029-01-15,2026-01-21,True,,,,HIGH,,PARSONS GOVERNMENT SERVICES INC.,NMBCAG1JBKL7,BILLION ($1B-5B),2021-07-16,0,0,0,4
579217436.05,CONT_AWD_8402_9700_H9500110D0001_9700,Department of Defense,Missile Defense Agency,DoD; IT Services; $500M+; High staffing indicators,75,8402,"IGF::OT::IGF  MDA INFORMATION TECHNOLOGY (IT) SERVICES PROVIDES DESIGN, IMPLEMENTATION AND MAINTENANCE SERVICES FOR MDAS CLASSIFIED AND UNCLASSIFIED WORKSTATIONS AND NETWORK INFRASTRUCTURE.  IN ADDITION, IT SERVICES PROVIDES COMPUTER NETWORK DEFENSE, INFORMATION ASSURANCE, SERVICE DESK, PORTAL SERVI",2018-05-04,2026-01-21,True,,,,HIGH,,NORTHROP GRUMMAN SYSTEMS CORPORATION,EH8UKZ6TML75,LARGE ($500M-1B),2014-06-30,0,0,0,1
525641138.18,CONT_AWD_HQ085722F8003_9700_HQ079617D0001_9700,Department of Defense,Missile Defense Agency,DoD; IT Services; $500M+; High staffing indicators,75,HQ085722F8003,"DELIVER INFORMATION MANAGEMENT AND IT SERVICES TO MDA FOR UNCLASSIFIED AND CLASSIFIED NETWORKS. UTILIZING THE CUSTOMER-FOCUSED SERVICE MODEL, ITIL METHOD. PERFORM BREAK-FIX, MAINTENANCE AND CYBERSECURITY OF CIO MANAGED NETWORKS WITHIN MDA.",2025-09-01,2026-01-21,True,,,,HIGH,,"AMENTUM TECHNOLOGY, INC.",DTRJLHVLK8F4,LARGE ($500M-1B),2022-09-05,0,0,0,2
812624579.93,CONT_AWD_W91CRB18F0238_9700_GS00F290CA_4732,Department of Defense,Department of the Army,DoD; IT Services; $500M+; Staffing indicators,70,W91CRB18F0238,BASE AWARD - FY18-20 ARMY GENERAL FUND AUDIT SUPPORT,2025-10-31,2026-01-21,True,,,,HIGH,,ERNST & YOUNG LLP,ECMMFNMSLXM7,LARGE ($500M-1B),2018-09-21,0,0,0,1
806173556.95,CONT_AWD_N0003921F3007_9700_N0017819D7876_9700,Department of Defense,Department of the Navy,DoD; IT Services; $500M+; Staffing indicators,70,N0003921F3007,NAVY ENTERPRISE RESOURCE PLANNING (ERP) TECHNICAL SUPPORT SERVICES (NETSS).,2026-04-22,2026-01-21,True,,,,HIGH,,INTERNATIONAL BUSINESS MACHINES CORPORATION,VV9KH3L99VE3,LARGE ($500M-1B),2021-04-23,0,0,0,1
644354220.66,CONT_AWD_W15QKN12C0103_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $500M+; Staffing indicators,70,W15QKN12C0103,"AWARD BASE CONTRACT FOR REQUIREMENTS FOR M153 COMMON REMOTELY OPERATED WEAPON STATION (CROWS) INITIAL FIRST ARTICLE TESTING, CROWS ENGINEERING SUPPORT, MANPOWER REPORTING, AND CONTRACT DATA REQUIREMENTS.",2020-10-21,2026-01-21,True,,,,HIGH,,KONGSBERG DEFENCE & AEROSPACE AS,V24HYE4YVGH6,LARGE ($500M-1B),2012-08-17,0,0,0,2
618802607.47,CONT_AWD_FA880819C0006_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; IT Services; $500M+; Staffing indicators,70,FA880819C0006,"PROCURING SYSTEMS ENGINEERING, INTEGRATION,AND TEST SUPPORT FOR MILITARY SATELLITE COMMUNICATION.",2026-02-26,2026-01-21,True,,,,HIGH,,LINQUEST CORPORATION,HQBRRJBLDQ37,LARGE ($500M-1B),2019-06-21,0,0,0,1
618473063.94,CONT_AWD_FA870514C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; IT Services; $500M+; Staffing indicators,70,FA870514C0001,IGF::OT::IGF GLOBAL AIRCREW STRATEGIC NETWORK TERMINAL (GLOBAL ASNT),2025-12-31,2026-01-21,True,,,,HIGH,,RAYTHEON COMPANY,F1ZBMFDJMGL3,LARGE ($500M-1B),2013-12-23,0,0,0,1
608314311.64,CONT_AWD_0033_9700_DACA8797D0008_9700,Department of Defense,Department of the Army,DoD; IT Services; $500M+; Staffing indicators,70,0033,200307!000762!2100!CA87  !U.S. ARMY ENGINEER AND SUPPORT  !DACA8797D0008  !A!N! !N!0033               !20030401!20030319!001026447!001026447!030866545!N!PARSONS DELAWARE INC          !100 WEST WALNUT STREET    !PASADENA            !CA!91124!*    !*  !RS!*                   !*                     !RU,2012-06-30,2026-01-21,True,,,,HIGH,,PARSONS GOVERNMENT SERVICES INTERNATIONAL INC.,E8E4EKJKKJW7,LARGE ($500M-1B),2003-04-01,0,0,0,1
603196868.19,CONT_AWD_FA862118F6251_9700_FA862115D6276_9700,Department of Defense,Department of the Air Force,DoD; IT Services; $500M+; Staffing indicators,70,FA862118F6251,"IGF::OT::IGF  AFSOC ACTS AWARD OF CONTRACT FOR CLS, ENGINEERING, INSTRUCTION, CYBERSECURITY, DMO",2027-01-31,2026-01-21,True,,,,HIGH,,LOCKHEED MARTIN CORPORATION,KDT2YLB34NT6,LARGE ($500M-1B),2018-02-08,0,0,0,4
600725818.08,CONT_AWD_FA882316C0004_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; IT Services; $500M+; Staffing indicators,70,FA882316C0004,"IGF::OT::IGF CONSOLIDATED AIR FORCE SATELLITE CONTROL NETWORK MAINTENANCE, MODIFICATIONS AND OPERATIONS CONTRACT",2025-12-09,2026-01-21,True,,,,HIGH,,"CACI NSS, LLC",L2TTR2QRV8H9,LARGE ($500M-1B),2016-06-13,0,0,0,1
575268246.06,CONT_AWD_0020_9700_W31P4Q09A0021_9700,Department of Defense,Department of the Army,DoD; IT Services; $500M+; Staffing indicators,70,0020,"BASE AWARD 2017T-02- LABOR/TRAVEL  TECHNICAL SUPPORT REQUIREMENTS FOR THE U.S. ARMY RESEARCH, DEVELOPMENT, AND ENGINEERING COMMAND, AVIATION AND MISSILE RESEARCH, DEVELOPMENT, AND ENGINEERING CENTER (AMRDEC), SYSTEM SIMULATION AND DEVELOPMENT DIRECTORATE (SSDD)",2022-06-20,2026-01-21,True,,,,HIGH,,TORCH TECHNOLOGIES INC,YA63J5PVEZE6,LARGE ($500M-1B),2018-01-04,0,0,0,3
562154534.59,CONT_AWD_N0001919C0050_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; IT Services; $500M+; Staffing indicators,70,N0001919C0050,SYSTEMS ENGINEERING AND DEVELOPMENT,2025-07-30,2026-01-21,True,,,,HIGH,,ALLIANT TECHSYSTEMS OPERATIONS LLC,HBCXZGZJ83M4,LARGE ($500M-1B),2019-03-07,0,0,0,2
560215072.26,CONT_AWD_HQ085622F0001_9700_HQ085622D0001_9700,Department of Defense,Missile Defense Agency,DoD; IT Services; $500M+; Staffing indicators,70,HQ085622F0001,"GWS SOFTWARE DEVELOPMENT (GFC, IDT, GSS,",2027-09-30,2026-01-21,True,,,,HIGH,,NORTHROP GRUMMAN SYSTEMS CORPORATION,U6UKKQU345T7,LARGE ($500M-1B),2022-07-29,0,0,0,1
551467372.32,CONT_AWD_HR001121F0006_9700_GS35F626GA_4732,Department of Defense,Defense Advanced Research Projects Agency,DoD; IT Services; $500M+; Staffing indicators,70,HR001121F0006,MULTI-NETWORK SUPPORT SERVICES,2026-06-30,2026-01-21,True,,,,HIGH,,SECURIGENCE LLC,Q56SJRTSJSE4,LARGE ($500M-1B),2021-02-03,0,0,0,1
505655935.53,CONT_AWD_HQ085220F0002_9700_HQ014712D0003_9700,Department of Defense,Missile Defense Agency,DoD; IT Services; $500M+; Staffing indicators,70,HQ085220F0002,AWARD OF TASK ORDER HQ0852-20-F-0002 OPERATIONS AND MAINTENANCE FOLLOW ON EFFORT.,2025-06-30,2026-01-21,True,,,,HIGH,,LOCKHEED MARTIN CORPORATION,NPTBVK49FNB3,LARGE ($500M-1B),2019-11-15,0,0,0,3
432103516.0,CONT_AWD_F3460199C0006_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; IT Services; $100M+; Active prime; Staffing indicators,70,F3460199C0006,200002!5700!000001!GD80  !OC-ALC/LHD (B52)                !F3460199C0006  !A!*!P00026             !19991102!20081231!007237241!009256819!009256819!N!82918!THE BOEING COMPANY            !3801 S OLIVER ST          !WICHITA             !KS!67210!79000!173!20!WICHITA             !SEDGWICK              !,2012-06-30,2026-01-21,True,,,,HIGH,,THE BOEING COMPANY,XM8ZJ6ML9CW7,MEDIUM ($100M-500M),1999-11-02,0,0,0,5
400575543.4,CONT_AWD_W56HZV22C0072_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $100M+; Active prime; Staffing indicators,70,W56HZV22C0072,"SYSTEMS TECHNICAL SUPPORT AND SUSTAINMENT SYSTEMS TECHNICAL SUPPORT SERVICES, CONSISTING OF ENGINEERING, LOGISTICS, AND FIELDING SUPPORT FOR THE BRADLEY FIGHTING VEHICLE AND THE MULTIPLE LAUNCH ROCKET SYSTEM CARRIER FAMILIES OF VEHICLES.",2028-04-14,2026-01-21,True,,,,HIGH,,BAE SYSTEMS LAND & ARMAMENTS L.P.,JZCFGJQG7A57,MEDIUM ($100M-500M),2022-09-16,0,0,0,6
495333880.88,CONT_AWD_FA255008C8011_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; IT Services; $100M+; Staffing indicators,60,FA255008C8011,MISSION SUPPORT FOR NETWORK AND SPACE OPERATIONS AND MAINTENANCE,2016-11-21,2026-01-21,True,,,,MEDIUM,,PERATON INC.,ENNHFPHSDEX4,MEDIUM ($100M-500M),2008-01-11,0,0,0,1
483340737.32,CONT_AWD_N0002420C5608_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; IT Services; $100M+; Staffing indicators,60,N0002420C5608,"NETWORK, PROCESSING&STORAGE EQUIPMENT",2028-09-22,2026-01-21,True,,,,MEDIUM,,"MANAGEMENT SERVICES GROUP, INC.",N8NGW9BXG5R8,MEDIUM ($100M-500M),2020-03-27,0,0,0,1
480559202.32,CONT_AWD_FA561310C5400_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; IT Services; $100M+; Staffing indicators,60,FA561310C5400,BASIC PERIOD - O&M TURKEY AND SPAIN LOCATIONS,2015-03-27,2026-01-21,True,,,,MEDIUM,,VINNELL BROWN & ROOT LLC,W8LRK2AU2CX1,MEDIUM ($100M-500M),2010-01-22,0,0,0,1
455702635.46,CONT_AWD_M801_9700_N0017804D4030_9700,Department of Defense,Department of the Navy,DoD; IT Services; $100M+; Staffing indicators,60,M801,ATLANTIC RANGES ENGINEERING AND TECHNICAL SUPPORT SERVICES,2012-12-31,2026-01-21,True,,,,MEDIUM,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",CJNLX7TBJ651,MEDIUM ($100M-500M),2007-10-01,0,0,0,1
448292991.65,CONT_AWD_0243_9700_DAAB0703DB009_9700,Department of Defense,Department of the Army,DoD; IT Services; $100M+; Staffing indicators,60,0243,200611!007847!2100!W15P7T!USA COMMUNICATIONS-ELECTRONICS  !DAAB0703DB009  !A!N! !Y!0243         !      !20060831!20110129!068514251!805258373!834951691!N!LOCKHEED MARTIN INTEGRATED SYS!1800 ROUTE 34             !WALL                !NJ!07719!76460!025!34!WALL (TOWNSHIP OF)  !MONMOUTH              !N,2010-12-31,2026-01-21,True,,,,MEDIUM,,"LOCKHEED MARTIN INTEGRATED SYSTEMS, LLC",MNZVFP9BH766,MEDIUM ($100M-500M),2006-08-31,0,0,0,1
445744154.93,CONT_AWD_SP470122F0180_9700_47QTCA22D004D_4732,Department of Defense,Defense Logistics Agency,DoD; IT Services; $100M+; Staffing indicators,60,SP470122F0180,ERP CLOUD HOSTING,2026-03-28,2026-01-21,True,,,,MEDIUM,,"ADVANTAGED SOLUTIONS, LLC",WD8KKTRJWAZ3,MEDIUM ($100M-500M),2022-09-29,0,0,0,1
438673946.8,CONT_AWD_N0003022C6001_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; IT Services; $100M+; Staffing indicators,60,N0003022C6001,SP201 SYSTEMS ENGINEERING & INTEGRATION SUPPORT SERVICES,2026-09-30,2026-01-21,True,,,,MEDIUM,,BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES INC.,LX3BSV6NNW58,MEDIUM ($100M-500M),2021-10-01,0,0,0,3
431672563.17,CONT_AWD_W911S004C0006_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $100M+; Staffing indicators,60,W911S004C0006,"200510!500520!2100!W912SU!ACA, NRCC - MISSION DIVISION    !W911S004C0006  !A!N! !Y!             !P00006!20050707!20050930!064679264!064679264!016435559!N!NORTHROP GRUMMAN INFORMATION T!2411 DULLES CORNER PARK   !HERNDON             !VA!20171!23950!103!20!FORT LEAVENWORTH    !LEAVENWORTH           !K",2012-09-30,2026-01-21,True,,,,MEDIUM,,NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC,SMD1EM7H9RJ8,MEDIUM ($100M-500M),2004-07-07,0,0,0,1
