bd_score,bd_reasons,recipient_name,recipient_uei,piid,award_amount,description,awarding_agency,sub_agency,naics_code,psc_code,lifecycle_phase,is_base_year,runway_years,start_date,end_date,pop_city,pop_state,is_it_services,matched_jobs,competitors_in_agency
88,"DoD; IT Services; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",THE BOEING COMPANY,SML4NN2CT556,,6466627868.26,"THE MISSILE DEFENSE AGENCY (MDA), GROUND-BASED MIDCOURSE DEFENSE (GMD) DEVELOPMENT AND SUSTAINMENT CONTRACT (DSC) THE GMD DSC WORK INCLUDES, BUT IS NOT LIMITED TO: 1) FUTURE DEVELOPMENT; 2) FIELDING; 3) TEST; 4) SYSTEMS ENGINEERING, INTEGRATION AND CONFIGURATION MANAGEMENT; 5) EQUIPMENT MANUFACTURIN",Department of Defense,Missile Defense Agency,,,Late Stage,False,-0.1,2011-12-30,2025-12-31,,AL,True,8,BELCAN; Belcan
88,"DoD; IT Services; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",OSHKOSH DEFENSE LLC,ZMXAHH8M8VL8,,6104259192.82,"THE CONTRACT INCLUDES FIRM FIXED PRICE (FFP) CONTACT LINE ITEM NUMBERS (CLIN) FOR VEHICLES, TRAILERS, KITS (PACKAGED AND INSTALLED), TEST HARDWARE AND SUPPORT, VEHICLE REFURBISHMENT, SYSTEMS ENGINEERING/ PROGRAM MANAGEMENT (SEPM), STORAGE AND MAINTENANCE OF VEHICLES, VEHICLE REFURBISHMENT, INTEGRATE",Department of Defense,Department of the Army,,,Late Stage,False,-0.3,2015-08-25,2025-09-25,,WI,True,8,BELCAN; Belcan
85,"DoD; 10.4yr Runway; $500M+; Competitors: BELCAN, Belcan; 21 Jobs",HUNTINGTON INGALLS INC,WMXDDH6HJNA5,,11067479370.85,CVN 80 ENGINEERING EFFORTS AND STEEL,Department of Defense,Department of the Navy,,,Late Stage,False,10.4,2016-05-23,2036-06-02,,VA,False,21,BELCAN; Belcan
85,"DoD; 10.4yr Runway; $500M+; Competitors: BELCAN, Belcan; 21 Jobs",HUNTINGTON INGALLS INC,WMXDDH6HJNA5,,11067479370.85,CVN 80 ENGINEERING EFFORTS AND STEEL,Department of Defense,Department of the Navy,,,Late Stage,False,10.4,2016-05-23,2036-06-02,,VA,False,21,BELCAN; Belcan
85,"DoD; 10.4yr Runway; $500M+; Competitors: BELCAN, Belcan; 21 Jobs",HUNTINGTON INGALLS INC,WMXDDH6HJNA5,,11067479370.85,CVN 80 ENGINEERING EFFORTS AND STEEL,Department of Defense,Department of the Navy,,,Late Stage,False,10.4,2016-05-23,2036-06-02,,VA,False,21,BELCAN; Belcan
83,"DoD; 7.7yr Runway; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,,10475203569.62,THE CONTRACT AWARD IS FOR THE FY21/FY22/FY23 BASE AND OPTION PRICING FOR PHASE ARRAY TRACKING RADAR TO INTERCEPT ON TARGET (PATRIOT) ADVANCED CAPABILITY-3 (PAC-3) PRODUCTION REQUIREMENTS FOR THE UNITED STATES (US) AND FOREIGN MILITARY SALES (FMS),Department of Defense,Department of the Army,,,Late Stage,False,7.7,2020-04-30,2033-09-30,,TX,False,8,BELCAN; Belcan
83,"DoD; 4.0yr Runway; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,,8447894780.67,E-2D ADVANCED HAWKEYE AIRCRAFT (FRP-7),Department of Defense,Department of the Navy,,,Late Stage,False,4.0,2018-02-15,2030-02-01,,FL,False,8,BELCAN; Belcan
83,"DoD; 4.7yr Runway; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",RTX CORPORATION,QN1BCFY7JDJ5,,7498943172.37,LOT 15 FMS-1 F135 CTOL PROP SYSTEM,Department of Defense,Department of the Navy,,,Late Stage,False,4.7,2020-03-23,2030-10-15,,CT,False,8,BELCAN; Belcan
83,"DoD; 7.7yr Runway; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,,10475203569.62,THE CONTRACT AWARD IS FOR THE FY21/FY22/FY23 BASE AND OPTION PRICING FOR PHASE ARRAY TRACKING RADAR TO INTERCEPT ON TARGET (PATRIOT) ADVANCED CAPABILITY-3 (PAC-3) PRODUCTION REQUIREMENTS FOR THE UNITED STATES (US) AND FOREIGN MILITARY SALES (FMS),Department of Defense,Department of the Army,,,Late Stage,False,7.7,2020-04-30,2033-09-30,,TX,False,8,BELCAN; Belcan
83,"DoD; 4.0yr Runway; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,,8447894780.67,E-2D ADVANCED HAWKEYE AIRCRAFT (FRP-7),Department of Defense,Department of the Navy,,,Late Stage,False,4.0,2018-02-15,2030-02-01,,FL,False,8,BELCAN; Belcan
83,"DoD; 4.7yr Runway; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",RTX CORPORATION,QN1BCFY7JDJ5,,7498943172.37,LOT 15 FMS-1 F135 CTOL PROP SYSTEM,Department of Defense,Department of the Navy,,,Late Stage,False,4.7,2020-03-23,2030-10-15,,CT,False,8,BELCAN; Belcan
83,"DoD; 7.7yr Runway; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,,10475203569.62,THE CONTRACT AWARD IS FOR THE FY21/FY22/FY23 BASE AND OPTION PRICING FOR PHASE ARRAY TRACKING RADAR TO INTERCEPT ON TARGET (PATRIOT) ADVANCED CAPABILITY-3 (PAC-3) PRODUCTION REQUIREMENTS FOR THE UNITED STATES (US) AND FOREIGN MILITARY SALES (FMS),Department of Defense,Department of the Army,,,Late Stage,False,7.7,2020-04-30,2033-09-30,,TX,False,8,BELCAN; Belcan
83,"DoD; 4.0yr Runway; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,,8447894780.67,E-2D ADVANCED HAWKEYE AIRCRAFT (FRP-7),Department of Defense,Department of the Navy,,,Late Stage,False,4.0,2018-02-15,2030-02-01,,FL,False,8,BELCAN; Belcan
83,"DoD; 4.7yr Runway; $500M+; Competitors: BELCAN, Belcan; 8 Jobs",RTX CORPORATION,QN1BCFY7JDJ5,,7498943172.37,LOT 15 FMS-1 F135 CTOL PROP SYSTEM,Department of Defense,Department of the Navy,,,Late Stage,False,4.7,2020-03-23,2030-10-15,,CT,False,8,BELCAN; Belcan
80,"DoD; 4.7yr Runway; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,24499534829.0,"THE PURPOSE OF THIS CONTRACT IS TO AWARD LONG LEAD FUNDING FOR F-35A, F-35B, AND F-35C AIRCRAFT FOR U.S. SERVICES, NON-DOD PARTNERS, AND FMS CUSTOMERS",Department of Defense,Department of the Navy,,,Option Year 3,False,4.7,2022-12-23,2030-09-30,,TX,False,5,BELCAN; Belcan
80,"DoD; 4.7yr Runway; $500M+; Competitors: BELCAN, Belcan; 5 Jobs",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,24499534829.0,"THE PURPOSE OF THIS CONTRACT IS TO AWARD LONG LEAD FUNDING FOR F-35A, F-35B, AND F-35C AIRCRAFT FOR U.S. SERVICES, NON-DOD PARTNERS, AND FMS CUSTOMERS",Department of Defense,Department of the Navy,,,Option Year 3,False,4.7,2022-12-23,2030-09-30,,TX,False,5,BELCAN; Belcan
76,"DoD; 3.1yr Runway; $500M+; Competitors: BELCAN, Belcan; 1 Jobs",NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,10801259923.19,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),Department of Defense,Department of the Air Force,,,Late Stage,False,3.1,2020-09-08,2029-03-10,,UT,False,1,BELCAN; Belcan
76,"DoD; 3.5yr Runway; $500M+; Competitors: BELCAN, Belcan; 1 Jobs",LOCKHEED MARTIN CORP,CQWLW9XRQTH5,,7027481120.54,NEXT GENERATION OVERHEAD PERSISTENT INFRARED GEOSYNCHRONOUS EARTH ORBIT SPACE VEHICLE 1-3 PHASE 1,Department of Defense,Department of the Air Force,,,Late Stage,False,3.5,2018-08-14,2029-07-31,,CA,False,1,BELCAN; Belcan
76,"DoD; 3.1yr Runway; $500M+; Competitors: BELCAN, Belcan; 1 Jobs",NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,10801259923.19,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),Department of Defense,Department of the Air Force,,,Late Stage,False,3.1,2020-09-08,2029-03-10,,UT,False,1,BELCAN; Belcan
76,"DoD; 3.5yr Runway; $500M+; Competitors: BELCAN, Belcan; 1 Jobs",LOCKHEED MARTIN CORP,CQWLW9XRQTH5,,7027481120.54,NEXT GENERATION OVERHEAD PERSISTENT INFRARED GEOSYNCHRONOUS EARTH ORBIT SPACE VEHICLE 1-3 PHASE 1,Department of Defense,Department of the Air Force,,,Late Stage,False,3.5,2018-08-14,2029-07-31,,CA,False,1,BELCAN; Belcan
76,"DoD; 3.1yr Runway; $500M+; Competitors: BELCAN, Belcan; 1 Jobs",NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,10801259923.19,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),Department of Defense,Department of the Air Force,,,Late Stage,False,3.1,2020-09-08,2029-03-10,,UT,False,1,BELCAN; Belcan
76,"DoD; 3.5yr Runway; $500M+; Competitors: BELCAN, Belcan; 1 Jobs",LOCKHEED MARTIN CORP,CQWLW9XRQTH5,,7027481120.54,NEXT GENERATION OVERHEAD PERSISTENT INFRARED GEOSYNCHRONOUS EARTH ORBIT SPACE VEHICLE 1-3 PHASE 1,Department of Defense,Department of the Air Force,,,Late Stage,False,3.5,2018-08-14,2029-07-31,,CA,False,1,BELCAN; Belcan
75,"DoD; 5.2yr Runway; $500M+; Competitors: BELCAN, Belcan",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,35135514910.2,LRIP LOT 12 ADVANCE ACQUISITION CONTRACT,Department of Defense,Department of the Navy,,,Late Stage,False,5.2,2017-11-17,2031-03-31,,TX,False,0,BELCAN; Belcan
75,"DoD; 10.4yr Runway; $500M+; Competitors: BELCAN, Belcan",ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,34650315216.0,SSN 802 AND 803 LONG LEAD TIME MATERIAL,Department of Defense,Department of the Navy,,,Late Stage,False,10.4,2017-02-14,2036-06-02,,CT,False,0,BELCAN; Belcan
75,"DoD; 5.9yr Runway; $500M+; Competitors: BELCAN, Belcan",ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,24313811834.0,COLUMBIA CLASS DESIGN COMPLETION,Department of Defense,Department of the Navy,,,Late Stage,False,5.9,2017-09-21,2031-12-31,,CT,False,0,BELCAN; Belcan
75,"DoD; 5.2yr Runway; $500M+; Competitors: BELCAN, Belcan",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,12269145508.23,LRIP 11 AAC,Department of Defense,Department of the Navy,,,Late Stage,False,5.2,2015-12-21,2031-03-31,,TX,False,0,BELCAN; Belcan
75,"DoD; 6.9yr Runway; $500M+; Competitors: BELCAN, Belcan",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,10550927664.07,LRIP 10 AAC,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,6.9,2015-05-26,2032-12-31,,TX,False,0,BELCAN; Belcan
75,"DoD; 8.1yr Runway; $500M+; Competitors: BELCAN, Belcan",HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,,6959418742.2,CONSTRUCTION OF DDG 51 SHIPS FY23-27,Department of Defense,Department of the Navy,,,Option Year 2,False,8.1,2023-08-01,2034-02-28,,MS,False,0,BELCAN; Belcan
75,"DoD; 6.5yr Runway; $500M+; Competitors: BELCAN, Belcan",HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,,6703793714.37,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION,Department of Defense,Department of the Navy,,,Late Stage,False,6.5,2018-09-27,2032-07-09,,MS,False,0,BELCAN; Belcan
75,"DoD; 75.0yr Runway; $500M+; Competitors: BELCAN, Belcan",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,6035358369.47,F-35 LRIP 8 AAC,Department of Defense,Department of the Navy,,,Late Stage,False,75.0,2013-02-28,2100-12-31,,TX,False,0,BELCAN; Belcan
75,"DoD; 5.7yr Runway; $500M+; Competitors: BELCAN, Belcan",THE BOEING COMPANY,WZWRLY4G3PL8,,5544117634.23,P-8A FRP LOT I LONG LEAD MATERIAL,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,5.7,2012-08-31,2031-10-13,,WA,False,0,BELCAN; Belcan
75,"DoD; 4.9yr Runway; $500M+; Competitors: BELCAN, Belcan",BATH IRON WORKS CORPORATION,FREEMCLKFXE3,,5302697771.86,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION,Department of Defense,Department of the Navy,,,Late Stage,False,4.9,2018-09-27,2030-12-20,,ME,False,0,BELCAN; Belcan
75,"DoD; 8.1yr Runway; $500M+; Competitors: BELCAN, Belcan",BATH IRON WORKS CORPORATION,FREEMCLKFXE3,,5023910450.0,CONSTRUCTION OF DDG 51 SHIPS FY23-27,Department of Defense,Department of the Navy,,,Option Year 2,False,8.1,2023-08-01,2034-02-28,,ME,False,0,BELCAN; Belcan
75,"DoD; 9.7yr Runway; $500M+; Competitors: BELCAN, Belcan",ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,4960017500.0,SSN 814 & SSN 815 LONG LEAD TIME MATERIAL,Department of Defense,Department of the Navy,,,Option Year 2,False,9.7,2023-10-13,2035-09-30,,CT,False,0,BELCAN; Belcan
75,"DoD; 4.1yr Runway; $500M+; Competitors: BELCAN, Belcan",RTX CORPORATION,QN1BCFY7JDJ5,,4865962075.84,FY21 PBL2,Department of Defense,Department of the Navy,,,Late Stage,False,4.1,2020-12-01,2030-02-28,,CT,False,0,BELCAN; Belcan
75,"DoD; 5.1yr Runway; $500M+; Competitors: BELCAN, Belcan",HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,,4627589105.0,LPD 30 LLTM,Department of Defense,Department of the Navy,,,Late Stage,False,5.1,2018-08-02,2031-03-01,,MS,False,0,BELCAN; Belcan
75,"DoD; 5.2yr Runway; $500M+; Competitors: BELCAN, Belcan",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,35135514910.2,LRIP LOT 12 ADVANCE ACQUISITION CONTRACT,Department of Defense,Department of the Navy,,,Late Stage,False,5.2,2017-11-17,2031-03-31,,TX,False,0,BELCAN; Belcan
75,"DoD; 10.4yr Runway; $500M+; Competitors: BELCAN, Belcan",ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,34650315216.0,SSN 802 AND 803 LONG LEAD TIME MATERIAL,Department of Defense,Department of the Navy,,,Late Stage,False,10.4,2017-02-14,2036-06-02,,CT,False,0,BELCAN; Belcan
75,"DoD; 5.9yr Runway; $500M+; Competitors: BELCAN, Belcan",ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,24313811834.0,COLUMBIA CLASS DESIGN COMPLETION,Department of Defense,Department of the Navy,,,Late Stage,False,5.9,2017-09-21,2031-12-31,,CT,False,0,BELCAN; Belcan
75,"DoD; 5.2yr Runway; $500M+; Competitors: BELCAN, Belcan",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,12269145508.23,LRIP 11 AAC,Department of Defense,Department of the Navy,,,Late Stage,False,5.2,2015-12-21,2031-03-31,,TX,False,0,BELCAN; Belcan
75,"DoD; 6.9yr Runway; $500M+; Competitors: BELCAN, Belcan",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,10550927664.07,LRIP 10 AAC,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,6.9,2015-05-26,2032-12-31,,TX,False,0,BELCAN; Belcan
75,"DoD; 8.1yr Runway; $500M+; Competitors: BELCAN, Belcan",HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,,6959418742.2,CONSTRUCTION OF DDG 51 SHIPS FY23-27,Department of Defense,Department of the Navy,,,Option Year 2,False,8.1,2023-08-01,2034-02-28,,MS,False,0,BELCAN; Belcan
75,"DoD; 6.5yr Runway; $500M+; Competitors: BELCAN, Belcan",HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,,6703793714.37,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION,Department of Defense,Department of the Navy,,,Late Stage,False,6.5,2018-09-27,2032-07-09,,MS,False,0,BELCAN; Belcan
75,"DoD; 75.0yr Runway; $500M+; Competitors: BELCAN, Belcan",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,6035358369.47,F-35 LRIP 8 AAC,Department of Defense,Department of the Navy,,,Late Stage,False,75.0,2013-02-28,2100-12-31,,TX,False,0,BELCAN; Belcan
75,"DoD; 5.7yr Runway; $500M+; Competitors: BELCAN, Belcan",THE BOEING COMPANY,WZWRLY4G3PL8,,5544117634.23,P-8A FRP LOT I LONG LEAD MATERIAL,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,5.7,2012-08-31,2031-10-13,,WA,False,0,BELCAN; Belcan
75,"DoD; 4.9yr Runway; $500M+; Competitors: BELCAN, Belcan",BATH IRON WORKS CORPORATION,FREEMCLKFXE3,,5302697771.86,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION,Department of Defense,Department of the Navy,,,Late Stage,False,4.9,2018-09-27,2030-12-20,,ME,False,0,BELCAN; Belcan
75,"DoD; 8.1yr Runway; $500M+; Competitors: BELCAN, Belcan",BATH IRON WORKS CORPORATION,FREEMCLKFXE3,,5023910450.0,CONSTRUCTION OF DDG 51 SHIPS FY23-27,Department of Defense,Department of the Navy,,,Option Year 2,False,8.1,2023-08-01,2034-02-28,,ME,False,0,BELCAN; Belcan
75,"DoD; 4.1yr Runway; $500M+; Competitors: BELCAN, Belcan",RTX CORPORATION,QN1BCFY7JDJ5,,4865962075.84,FY21 PBL2,Department of Defense,Department of the Navy,,,Late Stage,False,4.1,2020-12-01,2030-02-28,,CT,False,0,BELCAN; Belcan
75,"DoD; 5.1yr Runway; $500M+; Competitors: BELCAN, Belcan",HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,,4627589105.0,LPD 30 LLTM,Department of Defense,Department of the Navy,,,Late Stage,False,5.1,2018-08-02,2031-03-01,,MS,False,0,BELCAN; Belcan
75,"DoD; 5.2yr Runway; $500M+; Competitors: BELCAN, Belcan",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,35135514910.2,LRIP LOT 12 ADVANCE ACQUISITION CONTRACT,Department of Defense,Department of the Navy,,,Late Stage,False,5.2,2017-11-17,2031-03-31,,TX,False,0,BELCAN; Belcan
75,"DoD; 10.4yr Runway; $500M+; Competitors: BELCAN, Belcan",ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,34650315216.0,SSN 802 AND 803 LONG LEAD TIME MATERIAL,Department of Defense,Department of the Navy,,,Late Stage,False,10.4,2017-02-14,2036-06-02,,CT,False,0,BELCAN; Belcan
75,"DoD; 5.9yr Runway; $500M+; Competitors: BELCAN, Belcan",ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,,24313811834.0,COLUMBIA CLASS DESIGN COMPLETION,Department of Defense,Department of the Navy,,,Late Stage,False,5.9,2017-09-21,2031-12-31,,CT,False,0,BELCAN; Belcan
75,"DoD; 5.2yr Runway; $500M+; Competitors: BELCAN, Belcan",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,12269145508.23,LRIP 11 AAC,Department of Defense,Department of the Navy,,,Late Stage,False,5.2,2015-12-21,2031-03-31,,TX,False,0,BELCAN; Belcan
75,"DoD; 6.9yr Runway; $500M+; Competitors: BELCAN, Belcan",LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,,10550927664.07,LRIP 10 AAC,Department of Defense,Defense Contract Management Agency,,,Late Stage,False,6.9,2015-05-26,2032-12-31,,TX,False,0,BELCAN; Belcan
75,"DoD; 6.5yr Runway; $500M+; Competitors: BELCAN, Belcan",HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,,6703793714.37,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION,Department of Defense,Department of the Navy,,,Late Stage,False,6.5,2018-09-27,2032-07-09,,MS,False,0,BELCAN; Belcan
