program,contract_count,total_value,top_recipients,latest_end,bullhorn_mentions,is_fair_game,opportunity_score
AFRICOM,52,1559181546.29,"FLUOR INTERCONTINENTAL, INC; CACI NSS, LLC; BERRY AVIATION, INC.",2027-01-27,0,True,15.591815462900001
EAGLE,34,14544696618.49,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.; AMENTUM SERVICES, INC.; THE BOEING COMPANY",2030-12-31,12,False,14.54469661849
EIS,57,14074024817.6,"OSHKOSH DEFENSE LLC; DELL FEDERAL SYSTEMS L.P; PATRIOT CONTRACT SERVICES, LLC",2032-07-30,10,False,14.0740248176
SLS,55,13270066698.41,"BECHTEL NATIONAL, INC.; THE BOEING COMPANY; SLS FEDERAL SERVICES LLC",2029-09-30,50,False,13.27006669841
SEWP,31,2429097139.32,"V3GATE, LLC; SEWP SOLUTIONS LLC; LANCER INFORMATION SOLUTIONS, LLC",2027-04-14,3,True,12.1454856966
STRATCOM,57,1156512372.89,"HDR ARCHITECTURE, INC.; CACI NSS, LLC; MAGELLAN FEDERAL, INC.",2027-07-31,0,True,11.565123728900002
MQ-25,25,2105550567.05,"THE BOEING COMPANY; CLARK CONSTRUCTION GROUP - CALIFORNIA, LP; LOCKHEED MARTIN CORPORATION",2028-12-30,5,True,10.527752835249998
Alliant,30,9918736625.79,"ALLIANT TECHSYSTEMS OPERATIONS LLC; BOOZ ALLEN HAMILTON INC; ALLIANT SB CTA, LLC",2031-12-05,41,False,9.91873662579
SOUTHCOM,57,913830385.9399999,"HENSEL PHELPS CONSTRUCTION CO; AMENTUM PARSONS LOGISTICS SERVICES LLC; GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",2027-09-30,2,True,9.1383038594
SPACECOM,38,894106473.41,"IST RESEARCH, LLC; INTEGRATED DATA SERVICES, LLC; FAIRWINDS TECHNOLOGIES LLC",2030-01-09,0,True,8.9410647341
CIO-SP3,30,832835421.66,"OPTUMSERVE TECHNOLOGY SERVICES, INC.; A SQUARE GROUP LLC; ACCENTURE FEDERAL SERVICES LLC",2026-09-29,2,True,8.328354216600001
DIA,59,7420316298.07,ASTRAZENECA PHARMACEUTICALS LP; PFIZER INC.; EMERGENT PRODUCT DEVELOPMENT GAITHERSBURG INC.,2030-05-31,47,False,7.4203162980699995
CYBERCOM,41,634131685.25,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION; NOVA-DINE LLC; JACOBS ENGINEERING GROUP INC.,2026-12-21,2,True,6.341316852499999
OASIS,59,5980503960.53,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION; TORCH TECHNOLOGIES INC; NORTHROP GRUMMAN SYSTEMS CORPORATION,2029-10-06,26,False,5.98050396053
ABMS,58,1040437942.5699999,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION; ACC CONSTRUCTION CO INC; SYSTEMS ENGINEERING GROUP, INC.",2028-09-26,4,True,5.202189712849999
NGA,60,5011845306.04,"CLARK/BALFOUR BEATTY - NCE, A JOINT VENTURE; MCCARTHY HITT - NEXT NGA WEST JOINT VENTURE; GENERAL ELECTRIC COMPANY",2028-04-10,138,False,5.01184530604
SOCOM,54,3779360178.32,"GLOBAL ENTERPRISE SOLUTIONS, INC.; L3HARRIS TECHNOLOGIES INTEGRATED SYSTEMS L.P.; NISHIMATSU CONSTRUCTION CO.,LTD.",2027-11-08,31,False,3.77936017832
TRANSCOM,58,327445453.56,"SIKICH CPA LLC; BOOZ ALLEN HAMILTON INC; TRI-COR INDUSTRIES, INC",2026-09-30,0,True,3.2744545356
DTRA,29,3019634967.31,"CACI NSS, LLC; RAYTHEON TECHNICAL SERVICES COMPANY LLC; BECHTEL NATIONAL, INC.",2026-01-15,29,False,3.01963496731
Sentinel,30,2850710791.71,"LOCKHEED MARTIN CORPORATION; RAYTHEON COMMAND & CONTROL SOLUTIONS LLC; THE MISSION ESSENTIAL GROUP, LLC",2028-03-31,136,False,2.85071079171
NSA,59,2827185363.12,GLOBALFOUNDRIES U.S. 2 LLC; GLOBAL MILITARY PRODUCTS INC; NORTHROP GRUMMAN SYSTEMS CORPORATION,2027-06-03,28,False,2.82718536312
CENTCOM,54,2596844544.73,"CACI TECHNOLOGIES, LLC; LOCKHEED MARTIN SERVICES, LLC; VERTEX AEROSPACE LLC",2030-03-31,31,False,2.59684454473
Zero Trust,30,227588681.78,"BOOZ ALLEN HAMILTON INC; INSIGNIA TECHNOLOGY SERVICES, LLC; DELOITTE CONSULTING LLP",2028-07-30,0,True,2.2758868178
GPS OCX,7,404643866.51,RAYTHEON COMPANY; NORTHROP GRUMMAN SYSTEMS CORPORATION; CALIFORNIA INSTITUTE OF TECHNOLOGY,2013-12-31,3,True,2.02321933255
JLTV,47,1898263170.08,AM GENERAL LLC; OSHKOSH DEFENSE LLC; BAE SYSTEMS LAND & ARMAMENTS L.P.,2028-02-28,9,False,1.89826317008
DEOS,47,1549387160.8899999,"SPACE EXPLORATION TECHNOLOGIES CORP.; DELL MARKETING L.P.; GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",2031-03-31,22,False,1.5493871608899998
INSCOM,43,870307028.96,"BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES INC.; MANHATTAN CONSTRUCTION COMPANY LLC; CACI, INC. - FEDERAL",2026-09-27,60,False,0.87030702896
B-21,31,795646814.85,"CONTI FEDERAL SERVICES, LLC; FEDERAL CONTRACTING INC; EDMAN BRYAN LLC",2029-09-26,25,False,0.79564681485
SeaPort,30,603286343.78,CLIENT SOLUTION ARCHITECTS LLC; BOOZ ALLEN HAMILTON INC; VECTRUS SYSTEMS LLC,2026-09-29,41,False,0.60328634378
INDOPACOM,54,315892718.65,"SOS INTERNATIONAL LLC; LEIDOS, INC.; BEAM DISTRIBUTING, INC.",2029-05-29,10,False,0.31589271864999996
JADC2,21,30278877.84,"LUMBEE TRIBE ENTERPRISES LLC; MILE TWO LLC; GRACE HEBERT CURTIS ARCHITECTS, LLC",2027-05-28,0,True,0.3027887784
VC-25B,2,24045834.0,HERMEUS CORP; HONEYWELL INTERNATIONAL INC.,2026-08-31,1,True,0.24045834
ECMA,18,192410484.74,"AMAZON WEB SERVICES, INC.; HIGHLIGHT TECHNOLOGIES, INC.; MICROSOFT CORPORATION",2028-04-21,32,False,0.19241048474
CMMC,18,17657788.94,"GENERAL DYNAMICS MISSION SYSTEMS, INC.; CMMCM LLC; CINCINNATI MINE MACHINERY COMPANY, THE",2026-08-03,0,True,0.17657788940000002
JWCC,24,175966420.84,"AMAZON WEB SERVICES, INC.; CHICKASAW STRATEGIC POINTE, LLC; SALIENT FEDERAL-SGIS INC",2028-04-21,27,False,0.17596642084
NGAD,25,11388406.5,"LEIDOS, INC.; NEWTON LLC; J G CONTRACTING",2026-08-07,0,True,0.113884065
ECMO,30,55952880.28,"INTERNATIONAL BUSINESS MACHINES CORPORATION; AMAZON WEB SERVICES, INC.; THE MITRE CORPORATION",2026-07-14,8,False,0.05595288028
