award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,contract_id,description,end_date,extraction_date,is_it_services,naics_code,pop_city,pop_state,priority_tier,psc_code,recipient_name,recipient_uei,size_tier,start_date,sub_recipient_count,subaward_count,subaward_total_value,vendor_prime_count
10475203569.62,CONT_AWD_W31P4Q20C0023_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $10B+; 100 subs; Very active prime,105,W31P4Q20C0023,THE CONTRACT AWARD IS FOR THE FY21/FY22/FY23 BASE AND OPTION PRICING FOR PHASE ARRAY TRACKING RADAR TO INTERCEPT ON TARGET (PATRIOT) ADVANCED CAPABILITY-3 (PAC-3) PRODUCTION REQUIREMENTS FOR THE UNITED STATES (US) AND FOREIGN MILITARY SALES (FMS),2033-09-30,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,MEGA ($10B+),2020-04-30,1,100,0.0,42
10029620274.96,CONT_AWD_N0002406C2222_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+; 100 subs; Very active prime,105,N0002406C2222,DETAIL DESIGN AND CONSTRUCTION OF LPD 17 CLASS SHIP (LPD 22),2022-09-30,2026-01-21,False,,,,HIGH,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,MEGA ($10B+),2006-06-01,1,100,0.0,22
51242733558.09,CONT_AWD_HT940216C0001_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $10B+; 63 subs; Active prime,100,HT940216C0001,IGF::OT::IGF,2025-12-31,2026-01-21,False,,,,HIGH,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,MEGA ($10B+),2016-08-01,1,63,0.0,5
23352182728.69,CONT_AWD_MDA90603C0010_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $10B+; 63 subs; Active prime,100,MDA90603C0010,,2012-03-31,2026-01-21,False,,,,HIGH,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,MEGA ($10B+),2003-08-27,1,63,0.0,5
20451127096.53,CONT_AWD_HT940211C0003_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $10B+; 63 subs; Active prime,100,HT940211C0003,T3 MANAGED CARE SUPPORT CONTRACT FOR SOUTH REGION,2019-03-27,2026-01-21,False,,,,HIGH,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,MEGA ($10B+),2011-03-03,1,63,0.0,5
18762686627.49,CONT_AWD_HQ000601C0001_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $10B+; 100 subs,90,HQ000601C0001,200112!000108!9700!ZD60 !BALLISTIC MISSILE DEFENSE ORG. !HQ000601C0001 !A!N!*!N! !20001222!20080930!848025649!848025649!009256819!N!THE BOEING COMPANY !3370 E MIRALOMA AVE !ANAHEIM !CA!92806!37000!089!01!HUNTSVILLE !MADISON !ALABAMA !+000383571022!N!N!000000000000!AD93!RDTE/OTHER DEFENSE-ADV TECH DE,2015-12-31,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,SML4NN2CT556,MEGA ($10B+),2000-12-22,1,100,0.0,4
12549999847.5,CONT_AWD_W58P0522C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $10B+; 72 subs,90,W58P0522C0001,AWARD OF 10M TREATMENT COURSES OF ORAL PROTEASE INHIBITOR PF-07321332,2023-03-31,2026-01-21,False,,,,HIGH,,PFIZER INC,MHBQULRMEEJ5,MEGA ($10B+),2021-11-17,1,72,0.0,3
11110134065.68,CONT_AWD_W15QKN21C0012_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $10B+; 72 subs,90,W15QKN21C0012,COVID-19 VACCINE PRODUCTION,2023-06-30,2026-01-21,False,,,,HIGH,,PFIZER INC,MHBQULRMEEJ5,MEGA ($10B+),2020-12-22,1,72,0.0,3
11086769499.68,CONT_AWD_FA861404C2004_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $10B+; 5 subs; Very active prime,85,FA861404C2004,,2017-10-31,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,UEGFHX6R6KJ1,MEGA ($10B+),2003-10-02,1,5,0.0,20
10006765405.42,CONT_AWD_F3365702C2001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $10B+; 5 subs; Very active prime,85,F3365702C2001,,2020-12-11,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,UEGFHX6R6KJ1,MEGA ($10B+),2002-08-15,1,5,0.0,20
11040980157.1,CONT_AWD_N0001907C0001_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $10B+; Very active prime,75,N0001907C0001,MV-22 AIRCRAFT - FY08 (LOT 12)*,2018-08-06,2026-01-21,False,,,,HIGH,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,MEGA ($10B+),2007-04-02,0,0,0,12
14632728416.99,CONT_AWD_DAAE0701CS001_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $10B+; Active prime,70,DAAE0701CS001,200106!001253!2100!AE07  !TACOM - WARREN                  !DAAE0701CS001  !A!N!*!N!P00005             !20010308!20010531!054681739!054681739!147854152!N!AM GENERAL CORPORATION        !105 N NILES AVE           !SOUTH BEND          !IN!46617!71000!141!18!SOUTH BEND          !ST. JOSEPH            !IN,2010-04-30,2026-01-21,False,,,,HIGH,,AM GENERAL LLC,NWM1JWVDA853,MEGA ($10B+),2000-11-06,0,0,0,9
23493303927.12,CONT_AWD_HT940216C0002_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $10B+,60,HT940216C0002,IGF::OT::IGF  MANAGED CARE SUPPORT SERVICES IN SUPPORT OF THE TRICARE PROGRAM,2025-12-31,2026-01-21,False,,,,MEDIUM,,"HEALTH NET FEDERAL SERVICES, LLC",F7NGF6NJFB96,MEGA ($10B+),2016-08-01,1,2,0.0,3
21948019380.69,CONT_AWD_MDA90603C0009_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+,60,MDA90603C0009,,2016-10-05,2026-01-21,False,,,,MEDIUM,,TRIWEST HEALTHCARE ALLIANCE CORP,J7M9HPTGJ1S9,MEGA ($10B+),2003-09-09,0,0,0,2
19414789943.3,CONT_AWD_HT940210C0002_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $10B+,60,HT940210C0002,"PROVIDE MANAGED CARE SUPPORT TO THE DEPARTMENT OF DEFENSE TRICARE PROGRAM. CONTRACTOR SHALL ASSIST MILITARY HEALTH SYSTEM IN OPERATING AN INTEGRATED HEALTHCARE DELIVERY SYSTEM COMBINING RESOURCES OF THE MILITARY'S DIRECT MEDICAL CARE SYSTEM AND THE CONTRACTORS MANAGED CARE SUPPORT TO PROVIDE HEALTH,",2025-08-25,2026-01-21,False,,,,MEDIUM,,"HEALTH NET FEDERAL SERVICES, LLC",F7NGF6NJFB96,MEGA ($10B+),2010-05-13,1,2,0.0,3
16481316420.4,CONT_AWD_MDA90603C0011_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $10B+,60,MDA90603C0011,,2016-11-22,2026-01-21,False,,,,MEDIUM,,"HEALTH NET FEDERAL SERVICES, LLC",F7NGF6NJFB96,MEGA ($10B+),2003-09-09,1,2,0.0,3
13189380078.35,CONT_AWD_HT940212C0001_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $10B+,60,HT940212C0001,T3 MANAGED CARE SUPPORT CONTRACT FOR WEST REGION,2019-02-15,2026-01-21,False,,,,MEDIUM,,"UNITEDHEALTH MILITARY & VETERANS SERVICES, LLC",VCMHC2WJD466,MEGA ($10B+),2012-03-20,0,0,0,1
12744887538.51,CONT_AWD_W56HZV05C0724_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $10B+,60,W56HZV05C0724,200512!010860!2100!W56HZV!TACOM - WARREN                  !W56HZV05C0724  !A!N! !Y!             !      !20050923!20141231!016544780!016544780!009256819!N!THE BOEING COMPANY            !J S  MCDONNELL BLVD       !SAINT LOUIS         !MO!63166!65000!510!29!ST. LOUIS           !ST. LOUIS (CITY)      !M,2014-12-31,2026-01-21,False,,,,MEDIUM,,THE BOEING COMPANY,NU3MATKPALM4,MEGA ($10B+),2005-09-23,1,4,0.0,1
12644083637.5,CONT_AWD_N0002418C2130_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+,60,N0002418C2130,NAVAL NUCLEAR LABORATORY,2028-09-30,2026-01-21,False,,,,MEDIUM,,"FLUOR MARINE PROPULSION, LLC",CWHMVCX7K1N6,MEGA ($10B+),2018-07-12,0,0,0,1
12568636130.95,CONT_AWD_0005_9700_W52P1J07D0008_9700,Department of Defense,Department of the Army,DoD; $10B+,60,0005,LOGCAP IV SERVICES AFGHANISTAN,2025-09-30,2026-01-21,False,,,,MEDIUM,,"FLUOR INTERCONTINENTAL, INC",XMJWLE5WFT29,MEGA ($10B+),2009-07-07,0,0,0,2
10928730009.65,CONT_AWD_N0002408C2103_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+,60,N0002408C2103,NUCLEAR REACTOR WORK AT THE BETTIS AND KNOLLS ATOMIC POWER LABORATORIES,2018-09-30,2026-01-21,False,,,,MEDIUM,,BECHTEL MARINE PROPULSION CORPORATION,RXSMGBN74NL7,MEGA ($10B+),2008-09-18,1,4,0.0,1
10801259923.19,CONT_AWD_FA821920C0006_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $10B+,60,FA821920C0006,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),2029-03-10,2026-01-21,False,,,,MEDIUM,,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,MEGA ($10B+),2020-09-08,0,0,0,1
10009419769.13,CONT_AWD_F4261098C0001_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $10B+,60,F4261098C0001,200506!000026!5700!FA8214!OO-ALC/PKME/LMKE                !F4261098C0001  !A!N! !Y!             !P01502!20041213!20050701!001563738!004179453!016435559!N!NORTHROP GRUMMAN SPACE & MISSI!888 S 2000 E              !CLEARFIELD          !UT!84015!13850!011!49!CLEARFIELD          !DAVIS                 !U,2025-11-30,2026-01-21,False,,,,MEDIUM,,NORTHROP GRUMMAN SYSTEMS CORPORATION,G7LEFNAN9J74,MEGA ($10B+),1998-07-01,0,0,0,1
