award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,contract_id,description,end_date,extraction_date,is_it_services,naics_code,pop_city,pop_state,priority_tier,psc_code,recipient_name,recipient_uei,size_tier,start_date,sub_recipient_count,subaward_count,subaward_total_value,vendor_prime_count
7633729888.76,CONT_AWD_N0001904C3146_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001904C3146,,2026-08-31,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,WZWRLY4G3PL8,GIANT ($5B-10B),2004-06-29,1,100,0.0,15
7581647887.33,CONT_AWD_FA861106C2899_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $5B+; 100 subs; Very active prime,100,FA861106C2899,200610!000027!5700!FA8611!ASC/YFK                         !FA861106C2899  !A!N! !N!             !      !20051223!20060512!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION   !LOCKHEED BLVD             !FORT WORTH          !TX!76108!49756!067!13!MARIETTA            !COBB                  !G,2016-02-27,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),2005-12-23,1,100,0.0,87
7498943172.37,CONT_AWD_N0001920C0011_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001920C0011,LOT 15 FMS-1 F135 CTOL PROP SYSTEM,2030-10-15,2026-01-21,False,,,,HIGH,,RTX CORPORATION,QN1BCFY7JDJ5,GIANT ($5B-10B),2020-03-23,1,100,0.0,41
7377629917.55,CONT_AWD_0004_9700_W52P1J07D0007_9700,Department of Defense,Department of the Army,DoD; $5B+; 100 subs; Very active prime,100,0004,LOGCAP IV SERVICES IN AFGHANISTAN,2022-06-30,2026-01-21,False,,,,HIGH,,"AMENTUM SERVICES, INC.",QEMLRQA7PLG4,GIANT ($5B-10B),2009-07-07,1,100,0.0,17
7261932653.67,CONT_AWD_FA862506C6456_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,FA862506C6456,,2018-09-20,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,GIANT ($5B-10B),2006-02-28,1,100,0.0,23
7246510577.74,CONT_AWD_N0001909C0019_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001909C0019,F/A-18 AIRCRAFT,2022-10-31,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,GIANT ($5B-10B),2008-12-04,1,100,0.0,45
7185242552.16,CONT_AWD_N0001911C0083_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,N0001911C0083,F-35 LIGHTNING II JOINT STRIKE FIGHTER (JSF) LOW RATE INITIAL PRODUCTION (LRIP) LOT 6 ADVANCE ACQUISITION CONTRACT,2023-05-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),2011-08-08,1,100,0.0,87
6998362070.51,CONT_AWD_N0001914C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001914C0002,LRIP 9 AIRCRAFT AAC,2025-07-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),2014-03-19,1,100,0.0,87
6959418742.2,CONT_AWD_N0002423C2307_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0002423C2307,CONSTRUCTION OF DDG 51 SHIPS FY23-27,2034-02-28,2026-01-21,False,,,,HIGH,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,GIANT ($5B-10B),2023-08-01,1,100,0.0,22
6842350752.72,CONT_AWD_FA863418C2701_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $5B+; 100 subs; Very active prime,100,FA863418C2701,"F-15, FMS, F-15QA AIR VEHICLE DEVELOPMENT",2026-11-30,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,GIANT ($5B-10B),2017-12-22,1,100,0.0,45
6703793714.37,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0002418C2307,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION,2032-07-09,2026-01-21,False,,,,HIGH,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,GIANT ($5B-10B),2018-09-27,1,100,0.0,22
6620467288.99,CONT_AWD_N0002408C2110_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 78 subs; Very active prime,100,N0002408C2110,CVN 78 SHIP CONSTRUCTION,2022-09-30,2026-01-21,False,,,,HIGH,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,GIANT ($5B-10B),2008-08-01,1,78,0.0,27
6103285531.96,CONT_AWD_N0001906C0081_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001906C0081,,2025-12-31,2026-01-21,False,,,,HIGH,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,GIANT ($5B-10B),2006-01-03,1,100,0.0,13
6035358369.47,CONT_AWD_N0001913C0008_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001913C0008,F-35 LRIP 8 AAC,2100-12-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),2013-02-28,1,100,0.0,87
5958207617.6,CONT_AWD_FA862914C2403_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $5B+; 100 subs; Very active prime,100,FA862914C2403,ACAT 1D - CRH,2026-09-13,2026-01-21,False,,,,HIGH,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,GIANT ($5B-10B),2014-06-26,1,100,0.0,13
5934097111.63,CONT_AWD_FA862514C6450_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $5B+; 100 subs; Very active prime,100,FA862514C6450,FY13 ADVANCE PROCUREMENT FUNDS FOR FY14 C-130J AIRCRAFT,2020-07-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,GIANT ($5B-10B),2013-12-09,1,100,0.0,23
5922645371.88,CONT_AWD_N0002402C2300_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0002402C2300,,2017-03-31,2026-01-21,False,,,,HIGH,,NATIONAL STEEL AND SHIPBUILDING COMPANY,Q85KVUK3JBF5,GIANT ($5B-10B),2001-10-18,1,100,0.0,12
5812593038.64,CONT_AWD_N0002416C2229_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0002416C2229,DETAIL DESIGN AND CONSTRUCTION (DD&C) FOR T-AO 205,2028-03-22,2026-01-21,False,,,,HIGH,,NATIONAL STEEL AND SHIPBUILDING COMPANY,Q85KVUK3JBF5,GIANT ($5B-10B),2016-06-30,1,100,0.0,12
5812245402.2,CONT_AWD_N0001909C0010_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,N0001909C0010,AWARD AAC LRIP IV CONTRACT,2021-08-11,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),2009-03-11,1,100,0.0,87
5699021641.13,CONT_AWD_N0001909C0022_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,N0001909C0022,P-8A LRIP I LONG LEAD MATERIAL,2018-07-31,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,WZWRLY4G3PL8,GIANT ($5B-10B),2009-04-13,1,100,0.0,15
5597451611.0,CONT_AWD_N0001912C0004_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001912C0004,LONG LEAD-TIME ITEMS,2026-02-28,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),2012-06-15,1,100,0.0,87
5584342574.87,CONT_AWD_W58RGZ17C0009_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $5B+; 100 subs; Very active prime,100,W58RGZ17C0009,W58RGZ-17-C-0009 MY IX BLACK HAWK PRODUCTION CONTRACT AWARD.,2025-10-31,2026-01-21,False,,,,HIGH,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,GIANT ($5B-10B),2017-06-22,1,100,0.0,13
5544117634.23,CONT_AWD_N0001912C0112_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,N0001912C0112,P-8A FRP LOT I LONG LEAD MATERIAL,2031-10-13,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,WZWRLY4G3PL8,GIANT ($5B-10B),2012-08-31,1,100,0.0,15
5496533530.53,CONT_AWD_N0001918C1046_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001918C1046,F/A-18E AIRCRAFT,2028-08-31,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,GIANT ($5B-10B),2018-05-08,1,100,0.0,45
5346348092.01,CONT_AWD_FA868224CB001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $5B+; 100 subs; Very active prime,100,FA868224CB001,LONG RANGE ANTI-SHIP MISSILE/JOINT AIR-TO-SURFACE STANDOFF MISSILE LARGE LOT PROCUREMENT,2029-07-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,H7PNSVNN5827,GIANT ($5B-10B),2024-09-27,1,100,0.0,23
5302697771.86,CONT_AWD_N0002418C2305_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 53 subs; Very active prime,100,N0002418C2305,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION,2030-12-20,2026-01-21,False,,,,HIGH,,BATH IRON WORKS CORPORATION,FREEMCLKFXE3,GIANT ($5B-10B),2018-09-27,1,53,0.0,12
5286196424.87,CONT_AWD_FA861520F0001_9700_FA861520D6052_9700,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,FA861520F0001,TAIWAN/MOROCCO F-16 PRODUCTION BLOCK 70/72,2028-12-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),2020-08-14,1,100,0.0,87
5023910450.0,CONT_AWD_N0002423C2305_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 53 subs; Very active prime,100,N0002423C2305,CONSTRUCTION OF DDG 51 SHIPS FY23-27,2034-02-28,2026-01-21,False,,,,HIGH,,BATH IRON WORKS CORPORATION,FREEMCLKFXE3,GIANT ($5B-10B),2023-08-01,1,53,0.0,12
8949368388.58,CONT_AWD_0159_9700_DAAA0902D0007_9700,Department of Defense,Department of the Army,DoD; $5B+; 24 subs; Very active prime,90,0159,FOLLOW ON TASK ORDER TO 139 IS NOW TASK ORDER 159,2012-09-30,2026-01-21,False,,,,HIGH,,"KBR SERVICES, LLC",YSQMHRS4HSC5,GIANT ($5B-10B),2008-09-24,1,24,0.0,19
8447894780.67,CONT_AWD_N0001918C1037_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 42 subs; Very active prime,90,N0001918C1037,E-2D ADVANCED HAWKEYE AIRCRAFT (FRP-7),2030-02-01,2026-01-21,False,,,,HIGH,,NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,GIANT ($5B-10B),2018-02-15,1,42,0.0,11
7865825758.15,CONT_AWD_0139_9700_DAAA0902D0007_9700,Department of Defense,Department of the Army,DoD; $5B+; 24 subs; Very active prime,90,0139,"200612!001884!2100!W52P1J!U.S. ARMY INDUSTRIAL OPERATIONS !DAAA0902D0007  !A!N! !Y!0139         !      !20060822!20120131!133469119!133469119!964409007!N!KELLOGG BROWN&ROOT SERVICES,!4100 CLINTON DRY          !HOUSTON             !TX!77020!00000!   !IZ!                    !                      !IRA",2012-12-30,2026-01-21,False,,,,HIGH,,"KBR SERVICES, LLC",YSQMHRS4HSC5,GIANT ($5B-10B),2006-08-22,1,24,0.0,19
7396745719.31,CONT_AWD_W58RGZ16C0023_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 46 subs; Very active prime,90,W58RGZ16C0023,"W58RGZ-16-C-0023 IS FOR THE AWARD OF ADVANCE PROCUREMENT IN THE AMOUNT OF $184,930,000.00 TO SUPPORT LOT 7 FULL RATE PRODUCTION LONG LEAD ITEMS.",2027-08-31,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,LAJJQWA1PF31,GIANT ($5B-10B),2016-03-21,1,46,0.0,11
6062897262.53,CONT_AWD_0059_9700_DAAA0902D0007_9700,Department of Defense,Department of the Army,DoD; $5B+; 24 subs; Very active prime,90,0059,,2014-09-30,2026-01-21,False,,,,HIGH,,"KBR SERVICES, LLC",YSQMHRS4HSC5,GIANT ($5B-10B),2003-08-12,1,24,0.0,19
5369740355.12,CONT_AWD_N0001913C9999_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 42 subs; Very active prime,90,N0001913C9999,E-2D ADVANCED HAWKEYE AIRCRAFT (FRP-2),2026-12-31,2026-01-21,False,,,,HIGH,,NORTHROP GRUMMAN SYSTEMS CORPORATION,PK8PM2GNVMP8,GIANT ($5B-10B),2013-05-13,1,42,0.0,11
9032712307.12,CONT_AWD_F0470102C0002_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 13 subs; Very active prime,85,F0470102C0002,200207!000021!5700!CZ62  !SMC/PKJ LOS ANGELES AFB         !F0470102C0002  !A!N! !N!                   !20011116!20070630!872978978!196596688!834951691!N!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CA,2021-01-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,GIANT ($5B-10B),2001-11-16,1,13,0.0,30
7631436146.72,CONT_AWD_FA880219C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $5B+; 79 subs,85,FA880219C0001,FY19 ENGINEERING SERVICES,2026-01-20,2026-01-21,False,,,,HIGH,,THE AEROSPACE CORPORATION,YA8LJBJCND19,GIANT ($5B-10B),2018-10-01,1,79,0.0,4
7027481120.54,CONT_AWD_FA881018C0005_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $5B+; 13 subs; Very active prime,85,FA881018C0005,NEXT GENERATION OVERHEAD PERSISTENT INFRARED GEOSYNCHRONOUS EARTH ORBIT SPACE VEHICLE 1-3 PHASE 1,2029-07-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,GIANT ($5B-10B),2018-08-14,1,13,0.0,30
6100118931.82,CONT_AWD_DASG6000C0072_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $5B+; 13 subs; Very active prime,85,DASG6000C0072,"200009!2100!001246!SG60  !USA SPACE AND STRATEGIC DEF CDR !DASG6000C0072  !A!*!0                  !20000628!20080503!188160782!834951691!834951691!N!23917!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY, !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !",2014-11-03,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,GIANT ($5B-10B),2000-06-28,1,13,0.0,30
5817859453.93,CONT_AWD_HQ014707C0196_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $5B+; 13 subs; Very active prime,85,HQ014707C0196,THAAD COMPONENTS FOR FIRE UNITS,2023-03-31,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,CQWLW9XRQTH5,GIANT ($5B-10B),2006-12-22,1,13,0.0,30
5668542889.12,CONT_AWD_N0002405C5346_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 24 subs; Active prime,85,N0002405C5346,,2019-09-29,2026-01-21,False,,,,HIGH,,RAYTHEON COMPANY,LWF3QUSCDNG1,GIANT ($5B-10B),2005-05-25,1,24,0.0,5
5178428982.51,CONT_AWD_N0003904C2009_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs,85,N0003904C2009,,2022-08-18,2026-01-21,False,,,,HIGH,,LOCKHEED MARTIN CORP,ZFN2JJXBLZT3,GIANT ($5B-10B),2004-09-24,1,100,0.0,2
8338684281.49,CONT_AWD_F3365796C2059_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 5 subs; Very active prime,80,F3365796C2059,,2004-11-30,2026-01-21,False,,,,HIGH,,THE BOEING COMPANY,UEGFHX6R6KJ1,GIANT ($5B-10B),2000-01-31,1,5,0.0,20
7052768924.82,CONT_AWD_DAAE0703CS023_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 7 subs; Active prime,75,DAAE0703CS023,200502!000833!2100!W56HZV!TACOM - WARREN                  !DAAE0703CS023  !A!N! !N!             !P00031!20041101!20081115!557414000!557414000!007932783!N!STEWART & STEVENSON TACTICAL V!5000 INTERSTATE 10 HWY    !SEALY               !TX!77474!66464!015!48!SEALY               !AUSTIN                !T,2009-11-30,2026-01-21,False,,,,HIGH,,BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP,MJBJKUMUNBY7,GIANT ($5B-10B),2003-04-17,1,7,0.0,7
7337457221.95,CONT_AWD_N0001912C2001_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; Very active prime,70,N0001912C2001,PROCUREMENT OF V-22 LOT 17 LONG LEAD-TIME ITEMS,2021-09-30,2026-01-21,False,,,,HIGH,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,GIANT ($5B-10B),2011-12-29,0,0,0,12
6568172820.67,CONT_AWD_N0001917C0015_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; Very active prime,70,N0001917C0015,CMV-22 PRODUCTION LOT 22 LONG LEAD-TIME ITEMS,2028-01-31,2026-01-21,False,,,,HIGH,,BELL BOEING JOINT PROJECT OFFICE,JHFZTG8ZC9V2,GIANT ($5B-10B),2016-12-28,0,0,0,12
5608431752.51,CONT_AWD_W31P4Q15C0022_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $5B+; Very active prime,70,W31P4Q15C0022,TEN FIRE UNITS FOR QATAR,2025-05-31,2026-01-21,False,,,,HIGH,,RAYTHEON COMPANY,XSV6AZJ6SDJ7,GIANT ($5B-10B),2014-12-19,1,4,0.0,16
9458382765.59,CONT_AWD_F0470195C0017_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $5B+,55,F0470195C0017,200510!000044!5700!FA8810!SMC/ISK                         !F0470195C0017  !A!N! !N!             !P00309!20050324!20100630!196596688!196596688!834951691!N!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !C,2021-10-29,2026-01-21,False,,,,MEDIUM,,LOCKHEED MISSILES & SPACE COMP,YVH9AL7JT6Y3,GIANT ($5B-10B),1995-11-08,0,0,0,4
9438254579.0,CONT_AWD_N0002496F4060_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+,55,N0002496F4060,"199712!1700!1276!BZ004!NAVAL SEA SYSTEMS COMMAND       !N0002496F4060  !A!*!P00005             !19961104!20060930!087689394!161906078!161906193!Y!0C2Y9!ENERGY, UNITED STATES DEPT OF !1000 INDEPENDENCE AVE SW  !WASHINGTON          !DC!20585!50000!001!11!WASHINGTON          !DISTRICT OF COLUMBIA  !D.C",2027-09-30,2026-01-21,False,,,,MEDIUM,,"ENERGY, DEPARTMENT OF",SUWNFSEM8P15,GIANT ($5B-10B),1996-11-04,0,0,0,2
