award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,contract_id,description,end_date,extraction_date,is_it_services,naics_code,pop_city,pop_state,priority_tier,psc_code,recipient_name,recipient_uei,size_tier,start_date,sub_recipient_count,subaward_count,subaward_total_value,vendor_prime_count
6466627868,CONT_AWD_HQ014712C0004_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; IT Services; $5B+; 100 subs; Staffing indicators,110,HQ014712C0004,"THE MISSILE DEFENSE AGENCY (MDA), GROUND-BASED MIDCOURSE DEFENSE (GMD) DEVELOPMENT AND SUSTAINMENT CONTRACT (DSC) THE GMD DSC WORK INCLUDES, BUT IS NOT LIMITED TO: 1) FUTURE DEVELOPMENT; 2) FIELDING; 3) TEST; 4) SYSTEMS ENGINEERING, INTEGRATION AND CONFIGURATION MANAGEMENT; 5) EQUIPMENT MANUFACTURIN",12/31/2025,1/21/2026,TRUE,,,,HIGH,,THE BOEING COMPANY,SML4NN2CT556,GIANT ($5B-10B),12/30/2011,1,100,0,4
35135514910,CONT_AWD_N0001917C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+; 100 subs; Very active prime,105,N0001917C0001,LRIP LOT 12 ADVANCE ACQUISITION CONTRACT,3/31/2031,1/21/2026,FALSE,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,MEGA ($10B+),11/17/2017,1,100,0,87
34651048877,CONT_AWD_N0002417C2100_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+; 100 subs; Very active prime,105,N0002417C2100,SSN 802 AND 803 LONG LEAD TIME MATERIAL,6/2/2036,1/21/2026,FALSE,,,,HIGH,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,MEGA ($10B+),2/14/2017,1,100,0,28
34173959112,CONT_AWD_N0001902C3002_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $10B+; 100 subs; Very active prime,105,N0001902C3002,200204!008532!1700!AF600 !NAVAL AIR SYSTEMS COMMAND       !N0001902C3002  !A!N! !N!                   !20011026!20120430!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION   !LOCKHEED BLVD             !FORT WORTH          !TX!76108!27000!439!48!FORT WORTH          !TARRANT               !TE,12/16/2022,1/21/2026,FALSE,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,MEGA ($10B+),10/26/2001,1,100,0,87
30113035809,CONT_AWD_N0001920C0009_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $10B+; 100 subs; Very active prime,105,N0001920C0009,THE PURPOSE OF THIS MODIFICATION IS TO AWARD F-35A LRIP 15 USAF  AIRCRAFT* LONG LEAD FUNDING,12/31/2027,1/21/2026,FALSE,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,MEGA ($10B+),11/26/2019,1,100,0,87
29485980901,CONT_AWD_FA862511C6600_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $10B+; 100 subs; Very active prime,105,FA862511C6600,KC-X MODERNIZATION PROGRAM,7/31/2027,1/21/2026,FALSE,,,,HIGH,,THE BOEING COMPANY,WZWRLY4G3PL8,MEGA ($10B+),2/24/2011,1,100,0,15
24499534829,CONT_AWD_N0001923C0003_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+; 100 subs; Very active prime,105,N0001923C0003,"THE PURPOSE OF THIS CONTRACT IS TO AWARD LONG LEAD FUNDING FOR F-35A, F-35B, AND F-35C AIRCRAFT FOR U.S. SERVICES, NON-DOD PARTNERS, AND FMS CUSTOMERS",9/30/2030,1/21/2026,FALSE,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,MEGA ($10B+),12/23/2022,1,100,0,87
24313811834,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+; 100 subs; Very active prime,105,N0002417C2117,COLUMBIA CLASS DESIGN COMPLETION,12/31/2031,1/21/2026,FALSE,,,,HIGH,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,MEGA ($10B+),9/21/2017,1,100,0,28
19613746246,CONT_AWD_N0002412C2115_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+; 100 subs; Very active prime,105,N0002412C2115,SSN 792 LONG LEAD TIME MATERIAL,1/31/2026,1/21/2026,FALSE,,,,HIGH,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,MEGA ($10B+),4/13/2012,1,100,0,28
18129749822,CONT_AWD_N0001914C0067_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $10B+; 100 subs; Very active prime,105,N0001914C0067,USN P-8A FRP II LONG LEAD MATERIAL,6/22/2026,1/21/2026,FALSE,,,,HIGH,,THE BOEING COMPANY,WZWRLY4G3PL8,MEGA ($10B+),8/14/2014,1,100,0,15
16238775949,CONT_AWD_N0002409C2104_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+; 100 subs; Very active prime,105,N0002409C2104,CONSTRUCTION OF VIRGINIA CLASS BLOCK III SUBMARINES.,8/31/2023,1/21/2026,FALSE,,,,HIGH,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,MEGA ($10B+),12/22/2008,1,100,0,28
12269145508,CONT_AWD_N0001916C0033_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+; 100 subs; Very active prime,105,N0001916C0033,LRIP 11 AAC,3/31/2031,1/21/2026,FALSE,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,MEGA ($10B+),12/21/2015,1,100,0,87
11602480135,CONT_AWD_W58RGZ12C0008_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $10B+; 100 subs; Very active prime,105,W58RGZ12C0008,"MULTI SERVICE, 5 YR, MULTI-YR CONTRACT FOR H-60 HELICOPTERS. FY2012 FY2016 PRODUCTION CONTRACT FOR ARMY/NAVY/FMS UH/HH/MH-60 HELICOPTERS TO INCLUDE PROCUREMENT OF UP TO 916 EACH AIRCRAFT AND RELATED SUPPORT, SERVICES, SYSTEMS/PROJECT MANAGEMENT, PUBLICATIONS, AND TECHNICAL DATA. FMS COUNTRIES INCLUD",7/21/2023,1/21/2026,FALSE,,,,HIGH,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,MEGA ($10B+),6/6/2012,1,100,0,13
11436586256,CONT_AWD_N0001904C0014_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $10B+; 100 subs; Very active prime,105,N0001904C0014,200411!000011!1700!AA4M0 !NAVAL AIR SYSTEMS COMMAND       !N0001904C0014  !A!N! !N!             !      !20031229!20110930!149879157!006265946!009256819!N!MCDONNELL DOUGLAS CORPORATION !J S  MCDONNELL BLVD       !SAINT LOUIS         !MO!63166!65000!510!29!ST. LOUIS           !ST. LOUIS (CITY)      !M,1/30/2017,1/21/2026,FALSE,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,MEGA ($10B+),12/29/2003,1,100,0,45
11204226413,CONT_AWD_FA863412C2651_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $10B+; 100 subs; Very active prime,105,FA863412C2651,RSAF F-15 FLEET MODERNIZATION PROGRAM,5/31/2023,1/21/2026,FALSE,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,MEGA ($10B+),3/8/2012,1,100,0,45
11067479371,CONT_AWD_N0002416C2116_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+; 78 subs; Very active prime,105,N0002416C2116,CVN 80 ENGINEERING EFFORTS AND STEEL,6/2/2036,1/21/2026,FALSE,,,,HIGH,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MEGA ($10B+),5/23/2016,1,78,0,27
10550927664,CONT_AWD_N0001915C0003_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $10B+; 100 subs; Very active prime,105,N0001915C0003,LRIP 10 AAC,12/31/2032,1/21/2026,FALSE,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,MEGA ($10B+),5/26/2015,1,100,0,87
10475203570,CONT_AWD_W31P4Q20C0023_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $10B+; 100 subs; Very active prime,105,W31P4Q20C0023,THE CONTRACT AWARD IS FOR THE FY21/FY22/FY23 BASE AND OPTION PRICING FOR PHASE ARRAY TRACKING RADAR TO INTERCEPT ON TARGET (PATRIOT) ADVANCED CAPABILITY-3 (PAC-3) PRODUCTION REQUIREMENTS FOR THE UNITED STATES (US) AND FOREIGN MILITARY SALES (FMS),9/30/2033,1/21/2026,FALSE,,,,HIGH,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,MEGA ($10B+),4/30/2020,1,100,0,42
10029620275,CONT_AWD_N0002406C2222_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $10B+; 100 subs; Very active prime,105,N0002406C2222,DETAIL DESIGN AND CONSTRUCTION OF LPD 17 CLASS SHIP (LPD 22),9/30/2022,1/21/2026,FALSE,,,,HIGH,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,MEGA ($10B+),6/1/2006,1,100,0,22
491477684,CONT_AWD_N0002409C2101_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; IT Services; $100M+; 100 subs; Very active prime; Staffing indicators,105,N0002409C2101,"DESIGN, ENGINEERING AND TECHNICAL SUPPORT FOR ACTIVE NUCLEAR SUBMARINES.",3/31/2011,1/21/2026,TRUE,,,,HIGH,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,MEDIUM ($100M-500M),10/1/2008,1,100,0,28
441783778,CONT_AWD_DAAE0796CX195_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; IT Services; $100M+; 60 subs; Very active prime; Staffing indicators,105,DAAE0796CX195,ABRAMS TANK PROGRAM SYSTEM TECHNICAL SUPPORT (STS),9/30/2008,1/21/2026,TRUE,,,,HIGH,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,MEDIUM ($100M-500M),9/25/1996,1,60,0,35
390589410.9,CONT_AWD_0001_9700_W31P4Q18A0011_9700,Department of Defense,Department of the Army,DoD; IT Services; $100M+; 100 subs; Very active prime; Staffing indicators,105,1,SYSTEMS ENGINEERING SUPPORT OF ADVANCED EXPERIMENTATION AND FORCE PROTECTION LIFECYCLE MODELING&SIMULATION,9/20/2022,1/21/2026,TRUE,,,,HIGH,,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MMLKPW9JLX64,MEDIUM ($100M-500M),6/1/2018,1,100,0,14
51242733558,CONT_AWD_HT940216C0001_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $10B+; 63 subs; Active prime,100,HT940216C0001,IGF::OT::IGF,12/31/2025,1/21/2026,FALSE,,,,HIGH,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,MEGA ($10B+),8/1/2016,1,63,0,5
23352182729,CONT_AWD_MDA90603C0010_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $10B+; 63 subs; Active prime,100,MDA90603C0010,,3/31/2012,1/21/2026,FALSE,,,,HIGH,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,MEGA ($10B+),8/27/2003,1,63,0,5
20451127097,CONT_AWD_HT940211C0003_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $10B+; 63 subs; Active prime,100,HT940211C0003,T3 MANAGED CARE SUPPORT CONTRACT FOR SOUTH REGION,3/27/2019,1/21/2026,FALSE,,,,HIGH,,HUMANA GOVERNMENT BUSINESS INC,ZE6ZM6NKSV43,MEGA ($10B+),3/3/2011,1,63,0,5
9971085290,CONT_AWD_W58RGZ08C0003_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $5B+; 100 subs; Very active prime,100,W58RGZ08C0003,PROCUREMENT OF 54 EACH ARMY UH-60M BLACK HAWK HELICOPTERS; 18 EACH NAVY MH-60S SEA HAWK HELICOPTERS; 25 EACH NAVY NH-60R SEA HAWK HELICOPTERS; 9 EACH UH-60M BLACK HAWK HELICOPTER FOR BAHRAIN DEFENSE FORCE; TOOLING; PROGRAM SYSTEMS MANAGEMENT; TECHNICAL PUBLICATIONS.,9/30/2016,1/21/2026,FALSE,,,,HIGH,,SIKORSKY AIRCRAFT CORPORATION,UTJWTSLMFNG4,GIANT ($5B-10B),12/12/2007,1,100,0,13
9499338751,CONT_AWD_FA881113C0003_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 75 subs; Very active prime,100,FA881113C0003,IGF::CT::IGF EELV FY13 + PHASE I BUY,12/2/2022,1/21/2026,FALSE,,,,HIGH,,"UNITED LAUNCH SERVICES, LLC",XHAMULHCL9N3,GIANT ($5B-10B),6/26/2013,1,75,0,11
9397332305,CONT_AWD_N0002403C2101_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0002403C2101,,5/6/2025,1/21/2026,FALSE,,,,HIGH,,ELECTRIC BOAT CORPORATION,E7BEKJ4V9528,GIANT ($5B-10B),8/14/2003,1,100,0,28
8997913572,CONT_AWD_N0001999C1226_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,N0001999C1226,199908!1700!0757!AA4E0!NAVAL AIR SYSTEMS COMMAND       !N0001999C1226  !A!*!*                  !19990212!20000930!161213269!006265946!009256819!N!76301!MCDONNELL DOUGLAS CORPORATION !P.O. BOX 516              !SAINT LOUIS         !MO!63166!65000!510!29!ST. LOUIS           !ST. LOUIS (CITY)      !MIS,12/6/2017,1/21/2026,FALSE,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,GIANT ($5B-10B),2/12/1999,1,100,0,45
8828579157,CONT_AWD_FA861108C2897_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,FA861108C2897,FOLLOW-ON AGILE SUSTAINMENT TO THE RAPTOR (FASTER),12/31/2023,1/21/2026,FALSE,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),1/1/2008,1,100,0,87
8688654907,CONT_AWD_N0001918C1021_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001918C1021,LOT 12 AAC LONG LEAD FOR PROPULSION SYSTEMS,12/30/2024,1/21/2026,FALSE,,,,HIGH,,RTX CORPORATION,QN1BCFY7JDJ5,GIANT ($5B-10B),3/23/2018,1,100,0,41
8680225959,CONT_AWD_HQ014717C0032_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $5B+; 100 subs; Very active prime,100,HQ014717C0032,HQ0147-17-C-0032 UNDEFINITIZED CONTRACT ACTION (UCA) FOR THAAD INTERCEPTOR LOT 9 PRODUCTION - QTY OF 23,11/30/2028,1/21/2026,FALSE,,,,HIGH,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,GIANT ($5B-10B),3/27/2017,1,100,0,42
7953264131,CONT_AWD_N0001921C0020_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,N0001921C0020,FY21-23 GLOBAL F-35 AIR SYSTEM SUSTAINMENT,12/30/2027,1/21/2026,FALSE,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),12/31/2020,1,100,0,87
7911304631,CONT_AWD_N0001902C3003_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,N0001902C3003,200204!008533!1700!AF600 !NAVAL AIR SYSTEMS COMMAND !N0001902C3003 !A!N! !N! !20011026!20120430!001447952!001447952!001344142!N!UNITED TECHNOLOGIES CORP !400 MAIN STREET !EAST HARTFORD !CT!06108!22700!003!09!EAST HARTFORD !HARTFORD !CONN !+000014000000!N!N!004803460088!AC15!RDTE/AIRCRAFT-ENG/MANUF D,4/12/2019,1/21/2026,FALSE,,,,HIGH,,RTX CORPORATION,QN1BCFY7JDJ5,GIANT ($5B-10B),10/26/2001,1,100,0,41
7745579797,CONT_AWD_W31P4Q24C0022_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $5B+; 100 subs; Very active prime,100,W31P4Q24C0022,"EXECUTE PHASED ARRAY TRACKING RADAR TO INTERCEPT ON TARGET (PATRIOT) ADVANCED CAPABILITY-3 (PAC-3) MISSILE PRODUCTION BY PROVIDING INCIDENTAL SERVICES, HARDWARE, FACILITIES, EQUIPMENT, AND TECHNICAL, PLANNING, MANAGEMENT, AND MANUFACTURING EFFORTS.",12/31/2029,1/21/2026,FALSE,,,,HIGH,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,GIANT ($5B-10B),6/28/2024,1,100,0,42
7633729889,CONT_AWD_N0001904C3146_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001904C3146,,8/31/2026,1/21/2026,FALSE,,,,HIGH,,THE BOEING COMPANY,WZWRLY4G3PL8,GIANT ($5B-10B),6/29/2004,1,100,0,15
7581647887,CONT_AWD_FA861106C2899_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $5B+; 100 subs; Very active prime,100,FA861106C2899,200610!000027!5700!FA8611!ASC/YFK                         !FA861106C2899  !A!N! !N!             !      !20051223!20060512!008016958!008016958!834951691!N!LOCKHEED MARTIN CORPORATION   !LOCKHEED BLVD             !FORT WORTH          !TX!76108!49756!067!13!MARIETTA            !COBB                  !G,2/27/2016,1/21/2026,FALSE,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),12/23/2005,1,100,0,87
7498943172,CONT_AWD_N0001920C0011_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001920C0011,LOT 15 FMS-1 F135 CTOL PROP SYSTEM,10/15/2030,1/21/2026,FALSE,,,,HIGH,,RTX CORPORATION,QN1BCFY7JDJ5,GIANT ($5B-10B),3/23/2020,1,100,0,41
7377629918,CONT_AWD_0004_9700_W52P1J07D0007_9700,Department of Defense,Department of the Army,DoD; $5B+; 100 subs; Very active prime,100,4,LOGCAP IV SERVICES IN AFGHANISTAN,6/30/2022,1/21/2026,FALSE,,,,HIGH,,"AMENTUM SERVICES, INC.",QEMLRQA7PLG4,GIANT ($5B-10B),7/7/2009,1,100,0,17
7261932654,CONT_AWD_FA862506C6456_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,FA862506C6456,,9/20/2018,1/21/2026,FALSE,,,,HIGH,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,GIANT ($5B-10B),2/28/2006,1,100,0,23
7246510578,CONT_AWD_N0001909C0019_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001909C0019,F/A-18 AIRCRAFT,10/31/2022,1/21/2026,FALSE,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,GIANT ($5B-10B),12/4/2008,1,100,0,45
7185242552,CONT_AWD_N0001911C0083_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $5B+; 100 subs; Very active prime,100,N0001911C0083,F-35 LIGHTNING II JOINT STRIKE FIGHTER (JSF) LOW RATE INITIAL PRODUCTION (LRIP) LOT 6 ADVANCE ACQUISITION CONTRACT,5/31/2023,1/21/2026,FALSE,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),8/8/2011,1,100,0,87
6998362071,CONT_AWD_N0001914C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0001914C0002,LRIP 9 AIRCRAFT AAC,7/31/2025,1/21/2026,FALSE,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,GIANT ($5B-10B),3/19/2014,1,100,0,87
6959418742,CONT_AWD_N0002423C2307_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0002423C2307,CONSTRUCTION OF DDG 51 SHIPS FY23-27,2/28/2034,1/21/2026,FALSE,,,,HIGH,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,GIANT ($5B-10B),8/1/2023,1,100,0,22
6842350753,CONT_AWD_FA863418C2701_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $5B+; 100 subs; Very active prime,100,FA863418C2701,"F-15, FMS, F-15QA AIR VEHICLE DEVELOPMENT",11/30/2026,1/21/2026,FALSE,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,GIANT ($5B-10B),12/22/2017,1,100,0,45
6703793714,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $5B+; 100 subs; Very active prime,100,N0002418C2307,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION,7/9/2032,1/21/2026,FALSE,,,,HIGH,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,GIANT ($5B-10B),9/27/2018,1,100,0,22
